KEGGid,SMILES_by_ChEBI
C14966,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2N(CCO)CCO
C14967,Clc1ccc(cc1)C(=C\Br)\c1ccccc1Cl
C14968,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(CC[C@]4(C)[C@H]3CC[C@]12C)=C1C=CC=C1
C14969,COc1cc2OC(CC(=O)c2c(OC)c1O)c1ccc(O)cc1
C14970,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)[C@H](CO)C[C@]34C)[C@@H]1CC[C@@H]2O
C14971,FC(F)(F)C(=O)Nc1ccc2c(c1)oc(=O)c1ccccc21
C14972,C[C@]12CC[C@H]3[C@@H](CCc4ccccc34)[C@@H]1CCC2=O
C14973,CCC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12
C14974,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](C[C@](C)(O)[C@@H]4OC(C)=O)[C@@H]3CCc2c1
C14975,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CCCO2
C14976,C[C@]12CC[C@@H](O)C[C@H]1CC[C@H]1[C@@H]3CCC\C(=C/CO)[C@@]3(C)CC(=O)[C@H]21
C14977,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)[C@H](CO)C[C@]4(C)[C@H]3CC[C@]12C
C14978,COC[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)CC1=O
C14979,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](CC[C@]34C)C3CCCC3)[C@@H]1CC[C@@H]2O
C14980,C[C@H]1C[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)OC1=O
C14981,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](F)CC[C@]4(C)[C@H]3CC[C@]12C
C14982,C[C@@H]1C[C@H]2[C@@H]3CC[C@](C)(O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@H]12
C14983,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CC(=O)CC[C@]34C)[C@@H]1CCC(=O)O2
C14984,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@H]34)[C@@H]1CC[C@@]21CCC(=O)O1
C14985,COc1ccc(cc1)-c1cc(=O)c2c(OC)c(O)c(OC)cc2o1
C14986,COc1cc2oc(cc(=O)c2c(OC)c1OC)-c1ccc(O)cc1
C14987,OC1CCC(CCCCCCCCCCC(O)=O)C1O
C14988,C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(O)c4[N+]([O-])=O)[C@@H]1CC[C@@H]2O
C14990,CC(=O)O[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]2C2(C)OCCO2)[C@@H]2C[C@@H]3O[C@@]33CC4(CC[C@]3(C)[C@@H]12)OCCO4
C14991,C[C@]12CCC3=C(CC[C@H]4C(C)(C)[C@@H](O)CC[C@]34C)[C@]1(C)CC[C@@H]2C(=O)CO
C14992,CC(=O)OC1=CC2=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC(=O)[C@]3(S)[C@@]2(C)CC1
C14993,None
C14994,CCCCCCCC[C@]1(O)C[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@]2(C)[C@H]1O
C14995,CC[C@]1(O)C[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@]2(C)[C@H]1O
C14996,CC(=O)CCCCCCCCCCC1CCC(O)C1O
C14997,COc1ccc(cc1)C1CC(=O)c2c(O1)cc(OC)c(O)c2OC
C14998,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2c1c[nH]cn1
C14999,CC(=O)O[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CCC[C@@]3(C)CC[C@H]21
C15000,C[C@]12CC[C@H]3[C@@H](CC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OC(=O)c1ccccc1
C15001,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC(C=O)=C[C@@]4(C)CC[C@H]23)C1
C15002,CC(=O)[C@H]1C[C@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C
C15003,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@]12C
C15004,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C[C@H](Cl)[C@@H]2O
C15005,C[C@]12CC[C@H]3[C@@H](CCc4c(N)c(O)ccc34)[C@@H]1CC[C@@H]2O
C15006,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(N)cc34)[C@@H]1CC[C@@H]2O
C15007,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(cc34)[N+]([O-])=O)[C@@H]1CC[C@@H]2O
C15008,CC(C)c1cc2CCC3C(C)(CO)CCCC3(C)c2cc1O
C15009,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
C15010,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C[C@H](Cl)C2=O
C15011,C[C@H]1C[C@H]2[C@@H]3CC[C@](C)(O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)CCC(=O)C=C12
C15012,CC1=C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@H]23)CC1=O
C15013,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](CC[C@]4(C)[C@H]3C(=O)C[C@]12C)N1CCCC1
C15014,[C@]12([C@]3([C@@](C4=C(C=C(C=C4)OCC=C)CC3)(CC[C@]2(C)C(C(C1)=NO)=O)[H])[H])[H]
C15015,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@@H](O)C[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO
C15016,C\C=C1/CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
C15017,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC=C(C[C@]34C)C=O)[C@@H]1CC[C@@H]2O
C15018,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(cc34)[N+]([O-])=O)[C@@H]1CCC2=O
C15019,COc1cc2OC(CC(=O)c2c(OC)c1OC)c1ccc(O)cc1
C15020,C[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
C15021,CN(C)c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccc(cc1)N(C)C
C15022,C[C@@H]1C[C@]2(C)[C@H]3[C@H](O)C[C@@]4(C)[C@@H](CC[C@]4(C)O)[C@@H]3CCC2=CC1=O
C15023,CC(=O)O[C@H]1CC[C@]2(CCl)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1
C15024,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34CCl)[C@@H]1CC[C@@H]2O
C15025,C[N+](C)(C)C[C@@H](O)CC([O-])=O
C15026,CN1c2ccccc2C(=N[C@@H](NC(=O)Nc2cccc(C)c2)C1=O)c1ccccc1
C15027,COc1ccc(cc1)C1=C(c2ccc(OC)cc2)C(C)(C)Oc2cc(OC(C)=O)ccc12
C15028,CCC(O)(C(c1ccccc1)c1ccccn1)c1ccccc1
C15029,COc1ccc2c3CC[C@]4(C)[C@H](CC[C@H]4c3cc(OC)c2c1)C(C)=O
C15030,COC(=O)[C@H]1CC[C@H]2c3cc(OC)c4cc(OC)ccc4c3CC[C@]12C
C15031,Oc1ccc(cc1)-c1cc(=O)c2c(O)c(O)c(O)c(O)c2o1
C15032,COc1ccc(cc1)C(=O)CCN1CCOCC1
C15033,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5[nH]ncc5C[C@]4(C)[C@H]3CC[C@]12C
C15034,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C[C@@H](O)[C@@H]2C(=O)CO
C15035,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)[C@H](CO)C[C@]34C)[C@@H]1CC[C@@H]2O
C15036,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@H]23)CC1=O
C15037,Oc1ccc(Cc2nc3c(Cc4ccccc4)[nH]c(cn3c2=O)-c2ccc(O)cc2)cc1
C15038,Oc1ccc(CC(=O)Nc2ncc(nc2Cc2ccccc2)-c2ccc(O)cc2)cc1
C15039,COc1ccc(cc1)C(\C#N)=C\c1cccc(N)c1
C15040,CC1=NN=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1
C15041,C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
C15042,Oc1ccc(\C=C\c2cnccn2)cc1
C15043,CC\C(=C/c1ccccc1O)c1ccncc1
C15044,CC\C(c1ccncc1)=C/c1cccc(OC)c1OC
C15045,CC\C(c1ccncc1)=C/c1ccc(Cl)cc1
C15046,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4C(=C)OC(C)=O)[C@@H]3CC=C2C1
C15047,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@]4(C)[C@H]3[C@@](C)(O)C[C@]12C
C15048,CC(=O)Oc1ccc2cc(-c3cccnc3)c(=O)oc2c1
C15049,CCCCc1oc2ccccc2c1C(=O)c1ccc(O)cc1
C15050,CCC1=C(c2ccc(OC(C)=O)cc2)C(C)(C)Oc2cc(OC(C)=O)ccc12
C15051,CCCc1c(-c2ccc(OC)cc2)c(=O)oc2cc(O)ccc12
C15052,C=1(C=CC2=C(C1)OC(C(=C2C)C3=CC=C(C=C3)OC)=O)O
C15053,CCCC1=C(c2ccc(OC)cc2)C(C)(C)Oc2cc(OC(C)=O)ccc12
C15054,CCC1=C(c2ccc(OC)cc2)C(C)(C)Oc2cc(O)ccc12
C15055,CCC1=C(c2ccc(OC)cc2)C(C)(C)Oc2cc(OC(C)=O)ccc12
C15056,CC(=O)Oc1ccc2C(C)=C(c3ccc(F)cc3)C(C)(C)Oc2c1
C15057,CCOC1=CC2=CC[C@H]3[C@@H]4CC[C@H](OC(=O)CC)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1
C15058,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)C[C@H]1O
C15059,COc1ccc(cc1)C1=C(C)c2ccc(OC(C)=O)cc2OC1(C)C
C15060,COc1ccc(cc1)C1=C(C)c2ccc(OC)cc2OC1(C)C
C15061,CCCCC1(CCCC)Oc2cc(OC(C)=O)ccc2C(C)=C1c1ccc(OC)cc1
C15062,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#N)[C@@H]3CCc2c1
C15063,COc1ccc2c(CCC3=C2CC[C@]2(C)[C@@H](O)CCC=C32)c1
C15064,CC(=O)OC[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C15065,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
C15066,CC\C(c1ccc(OCC#C)cc1)=C(\CC)c1ccc(OCC#C)cc1
C15067,CCN(CC)CCOc1ccc(cc1)C(O)(Cc1ccc(Cl)cc1)c1ccccc1
C15068,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4OC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
C15069,CCCC(c1ccc(O)cc1)c1ccc(O)cc1
C15070,CC1CC(=O)CC2=C1[C@H]1CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]1CC2
C15071,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](F)[C@@]4(O)CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C15072,C[C@]12CC[C@H]3[C@@H](C[C@H]4OC[C@@]33CCC(=O)C=C43)[C@@H]1CC[C@@H]2O
C15073,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#CCl
C15074,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C[C@@H](F)[C@H]2O
C15075,Oc1ccc(cc1)C(=O)CCF
C15076,COc1ccc(cc1)-c1coc2cc(OC)c(OC)c(OC)c2c1=O
C15077,O=C(\C=C\S(=O)(=O)c1ccccc1)c1ccccc1
C15078,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](C\C(=N/O)C4=O)[C@@H]3CCc2c1
C15079,CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
C15080,COc1c(O)c(C(=O)\C=C\c2ccc(OCc3ccccc3)cc2)c(OC)c(OC)c1OC
C15081,CCOC(=O)[C@H]1CC[C@@H]2N(CCc3cc(OC)ccc23)C1
C15082,CCC(C(CC)c1ccc(O)cc1)c1ccccc1
C15083,Clc1ccc(cc1)C(=C)c1ccccc1Cl
C15084,N#C\C(c1ccccc1)=C(/c1ccccc1)c1ccccn1
C15085,CC1=C2CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]2CC1
C15086,[C@]12(C=3[C@@](C4=C(C=C(C=C4)OCC=C)CC3)(CC[C@]2(C)C(C(C1)=NO)=NO)[H])[H]
C15087,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc34)[C@@H]1C\C(=N/O)C2=O
C15088,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=C(F)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C15089,COc1cccc(CCn2cc(ccc2=O)C(O)=O)c1
C15090,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@]21CCC(=O)O1
C15091,C[C@H]1C[C@H]2[C@@H]3CC[C@](C)(O)[C@@]3(C)CC(=O)[C@]2(F)[C@@]2(C)CCC(=O)C=C12
C15092,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1O
C15093,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](F)CC[C@]34C)[C@@H]1CC[C@@H]2O
C15094,CC1Cc2cc3OCOc3cc2C(=NN1)c1ccc(N)cc1
C15095,CC(=O)Oc1ccc2c(c1)oc1c2c(=O)oc2cc(OC(C)=O)ccc12
C15096,O=C(N[C@@H]1C(=O)N(CC23CC4CC(CC(C4)C2)C3)c2ccccc2N(c2ccccc2)C1=O)Nc1ccccc1
C15097,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34CO)[C@@H]1CC[C@@H]2O
C15098,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CF
C15099,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@H]23)CC1=O
C15100,COc1cc2oc(cc(=O)c2c(OC)c1O)-c1ccc(O)cc1
C15101,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC=CC[C@]4(C)[C@H]3CC[C@]12C
C15102,OC(=O)C1CCC(=O)c2ccccc12
C15103,C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O
C15104,CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Cl)cc23)nc2ccccc2c1=O
C15105,C[C@]12CC(=O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C[C@@H](O)C2=O
C15106,C[C@@H](\C=N\O)[C@H]1CC[C@H]2[C@@H]3CCC4=C\C(CC[C@]4(C)[C@H]3CC[C@]12C)=N\O
C15107,COc1ccc2[C@H]3CC[C@]4(C)C=CC[C@H]4[C@@H]3CCc2c1
C15108,C[C@H]1C[C@H]2[C@@H]3CC[C@](C)(O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12
C15109,COc1ccc(cc1)-c1cc(=O)c2c(O)c(OC)c(OC)c(OC)c2o1
C15110,CC(=O)c1c(oc2cc(O)ccc12)-c1ccc(O)cc1
C15111,CC(=O)c1c(oc2ccccc12)-c1ccc(O)cc1
C15112,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4C(F)(F)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C15113,CC1C[C@@]2(C)C(CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)C[C@H](O)[C@]23F)=CC1=O
C15114,COC1=CC=C2CC(CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@H]23)=C1
C15115,C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@](C)(O)[C@@H]2[C@@]2(C)CCC(=O)C=C12
C15116,C[C@@H]1C[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]4C(C)=O)[C@@H]3CCC2=CC1=O
C15117,CC[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(C)ccc4[C@H]3CC[C@]12C
C15118,COc1ccc(cc1)C1CC(=O)c2c(O1)cc(OC)c(OC)c2OC
C15119,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C15120,COc1ccc(cc1)C(\C(O)=O)=C\c1ccncc1
C15121,COc1ccc(cc1)C(=C\c1ccccn1)\C#N
C15122,COc1ccc(cc1)C(\C(O)=O)=C\c1cccc(C)n1
C15123,ClC(Cl)C(c1ccccc1)c1ccccc1
C15124,COc1ccc2c(CCC3=C2CC[C@@]2(C)[C@H]3CCCC2=O)c1
C15125,CN(CC1CCCCC1)c1ccccc1
C15126,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C(O)=C[C@]4(C)[C@H]3CC[C@]12C
C15127,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C15128,C[C@]12CC[C@H]3[C@@H](CC[C@H]4Cc5[nH]c6ccccc6c5C[C@]34C)[C@@H]1CC[C@@H]2O
C15129,C[C@]12CC[C@H]3[C@@H](CCc4ccc(O)cc34)[C@@H]1CC[C@@H]2O
C15130,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H]4OC[C@@]5(CCC(=O)C=C45)[C@H]3CC[C@]12C
C15131,COc1ccc(OC)c(\C=C\c2ccccc2)c1
C15132,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3[C@@H]3O[C@@H]3[C@]12C
C15133,CN1C(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]4C(C)=O)[C@@H]3CC=C12
C15134,Oc1ccc2CC(CCc2c1)C1CCC(=O)C1
C15135,CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1
C15136,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CCC(=O)O2
C15137,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](CO)C[C@]4(C)[C@H]3CC[C@]12C
C15138,CO[C@H]1[C@@H](O)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C15139,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCCO[C@@]4(C)CC[C@H]23)C1
C15140,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(F)(F)CC[C@]4(C)[C@H]3CC[C@]12C
C15141,CN(Cc1ccccc1)c1ccccn1
C15142,COc1ccc2c(CCC3=C2CC[C@]2(C)[C@@H](O)CCC[C@@H]32)c1
C15143,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1
C15144,C[C@]1(O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O
C15145,CCC(=O)C(CC)(c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc1
C15146,CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
C15147,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1=O
C15148,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@H]1C(C)=O
C15149,CC(=O)N[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C15150,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@]1(O)CCC2=O
C15151,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4OC(=O)C=C[C@@H]4[C@H]3CC[C@]12C
C15152,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(F)(F)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C15153,CC[C@@H](c1ccc2cc(O)ccc2c1)C(C)(C)C(O)=O
C15154,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@]45O[C@H]4C(=O)CC[C@]5(C)[C@H]3CC[C@]12C
C15155,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(Br)[C@@H](O)C[C@]2(C)[C@H]1C(C)=O
C15156,CC(=O)C1=CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)C1
C15157,CC(=O)O[C@]1(CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)C1)C(C)=O
C15158,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@](O)(CC[C@]34C)C#C)[C@@H]1CCC2=O
C15159,C/1(\C(=O)O[C@@]2([C@@]([C@]3([C@@]([C@@]4([C@](C[C@H](CC4)O)(CC3)[H])C)(CC2)[H])[H])([H])C1)C)=C\O
C15160,CCC1=C(c2ccc(OC)cc2)C(C)(C)Oc2cc(O)c(CN3CCCC3)cc12
C15161,CCC1=C(c2ccc(OC)cc2)C(C)(C)Oc2c(COC(C)=O)c(OC(C)=O)ccc12
C15162,CCC1=C(c2ccc(OC)cc2)C(C)(C)Oc2c(CN3CCCC3)c(O)ccc12
C15163,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)CNCc1ccccc1
C15164,C[C@@]12[C@@H](O)CC[C@H]1[C@@H]1CCC3=CC(=O)CC[C@]3(C)[C@H]1[C@@H](O)[C@@H]2F
C15165,C[C@@]12[C@@H](O)CC[C@H]1[C@@H]1CCC3=CC(=O)C=C[C@]3(C)[C@H]1[C@@H](O)[C@@H]2F
C15166,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](F)C[C@]4(C)[C@H]3CC[C@]12C
C15167,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]4C(C)=O)[C@@H]3CCc2c1
C15168,CCC(CC)=C(c1ccc(O)cc1)c1ccc(O)cc1
C15169,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C[C@@H](F)C2=O
C15170,CC[C@]1(C)CCC2=C1CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12
C15171,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2OC(=O)c1ccccc1
C15172,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
C15173,CCOP(O)(=O)C1C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1C(C)=O
C15174,C[C@]12CC[C@H]3[C@@H](CCc4cc(OCC(O)=O)ccc34)[C@@H]1CCC2=O
C15175,CN1C(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@]4(C)O)[C@@H]3CC=C12
C15176,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC=C[C@H](O)[C@]4(C)[C@H]3CC[C@]12C
C15177,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@]12C
C15178,OCCN\N=C\c1ccc(o1)[N+]([O-])=O
C15179,COc1ccc(cc1)C(C)=C(c1ccccc1)c1ccccc1
C15180,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=C(SC(C)=O)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C15181,[H][C@@]12CCC(=O)[C@@]1(C)C[C@@H](OC(C)=O)C1=C2C(=O)c2occ3C(=O)O[C@H](COC)[C@@]1(C)c23
C15182,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO
C15183,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O
C15184,C[C@H]1C[C@H]2[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12
C15185,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
C15186,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CC[C@H]4CC=CC[C@]4(C)[C@H]3CC[C@]12C)C#C
C15187,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H]3O[C@H]3[C@]12C
C15188,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
C15189,Clc1ccc(cc1)-c1cc2ccccc2oc1=O
C15190,C[C@H]1C=C2[C@@H](CCC3=CC(=O)CC[C@]23C)[C@@H]2CC[C@H](C(C)=O)[C@@]12C
