KEGGid,SMILES_by_ChEBI
C12040,Cc1oc2nc1-c1nc(c(C)o1)-c1nc(co1)-c1nc(co1)-c1nc(co1)-c1nc(co1)-c1nc(co1)C1=NC2CS1
C12041,None
C12042,CCCCCCCCCCCCCC(O)CC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@H](CCCN)C(=O)N[C@@H]1Cc2ccc(OC(=O)[C@@H](NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]3CCCN3C(=O)[C@@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](NC1=O)[C@H](C)O)[C@H](C)CC)cc2
C12043,[H][C@@]1(CCCCCCCCCC(C)C)CC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1
C12044,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(O)cc(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C
C12045,[H][C@@]12C[C@@](O)(NC(=O)O1)[C@H](OC)\C=C\C=C(C)\Cc1cc(OC)c(Cl)c(c1)N(C)C(=O)C[C@H](OC(=O)C(C)C)[C@]1(C)O[C@@]1([H])[C@@H]2C
C12046,None
C12047,CO[C@H]1CC[C@@H](O[C@H]2CC(O[C@]3(O[C@H](C[C@@H]3C)C3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)[C@@H]2C)[C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@H](O3)[C@@H](C)\C=C(/C)C(=O)[C@H](C)C[C@H](C)C(O)=O)O2)O[C@H]1C
C12048,COC1=CC(=O)c2c(O)c3C(O)C4(Oc3c(O)c2C1=O)Oc1c(cc2cc(C)oc(=O)c2c1O)C1OC41
C12049,CN[C@@H]1[C@@H](O)[C@@H](O)[C@@H](C)O[C@@H]1O[C@H]1[C@H](OC(=O)c2c(O)ccc3c(C)cc(OC)cc23)C=C2C#C[C@@]3(O[C@@H]3C#C/C=C1\2)[C@H]1COC(=O)O1
C12050,COC[C@H]1O[C@@H](O[C@@H]2OC[C@@H]3O[C@]4(O[C@H]3[C@H]2O)OC[C@@H](OC(=O)c2c(C)cc(O)cc2O)[C@@H]2OCO[C@@H]42)C(OC)[C@@H](O)C1O[C@@H]1O[C@H](C)[C@H](OC)[C@@H](O[C@@H]2O[C@H](C)[C@H]3OC4(C[C@@H](O)[C@H](O[C@H]5C[C@@H](O[C@@H]6C[C@@](C)([C@@H](OC)[C@H](C)O6)[N+]([O-])=O)[C@H](OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)[C@@H](C)O5)[C@@H](C)O4)O[C@]3(C)[C@@H]2O)[C@H]1O
C12051,C\C=C(/NC(=O)c1csc(n1)-c1csc(n1)-c1ccc2-c3nc(cs3)C(=O)N[C@@H]([C@@H](C)O)C(=O)N\C(=C/C)c3nc(cs3)C(=O)N[C@H](C(C)C)c3nc(cs3)C(=O)N[C@@H]([C@@H](C)O)c3nc(cs3)-c2n1)C(=O)NC[C@H](C)O
C12052,C\C=C(/NC(=O)c1csc(n1)-c1csc(n1)-c1ccc2-c3nc(cs3)C(=O)N[C@@H]([C@@H](C)O)C(=O)N\C(=C/C)c3nc(cs3)C(=O)N[C@H](C(C)C)c3nc(cs3)C(=O)N[C@@H](C(C)C)c3nc(cs3)-c2n1)C(=O)NC[C@H](C)O
C12053,C\C=C1/NC(=O)[C@@H](NC(=O)c2csc(n2)-c2cc(O)c(nc2-c2csc(n2)[C@@H]2CSC(=O)c3[nH]c4cccc(COC(=O)C(O)C[C@@H](NC(=O)c5csc1n5)c1nc(cs1)C(=O)N2)c4c3C)-c1nc(cs1)C(=O)NC(=C)C(N)=O)[C@@H](C)O
C12054,[H][C@]12N=C(CC[C@@]11NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)[C@@H](N[C@@H]3C=Cc4c(cc(nc4[C@H]3O)C(=O)O[C@H](C)[C@H](NC(=O)c3csc(n3)[C@@H](NC(=O)[C@H]3CSC(=N3)\C(NC(=O)[C@@H](NC(=O)c3csc1n3)[C@@H](C)O)=C\C)[C@](C)(O)[C@@H](C)O)c1nc2cs1)[C@H](C)O)[C@@H](C)CC)c1nc(cs1)C(=O)NC(=C)C(=O)NC(=C)C(N)=O
C12055,CO[C@H]1NC(=O)c2nc(oc2C)\C(NC(=O)[C@@H](NC(=O)c2csc(n2)-c2ccc(nc2-c2coc(n2)C(=C)NC(=O)C(=C)NC(=O)c2nc(oc2C)\C(NC(=O)c2csc1n2)=C\C)C(=O)NC(=C)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)[C@@H](C)O)=C\C(C)O
C12056,None
C12057,C[C@H](NC(=O)[C@@H]1CSCc2c(O)cc(O)c(C)c2C(=O)OC[C@H](NC(=O)[C@@H]2[C@H](O)CCN2C(=O)C(N)CO)C(=O)N1)C(O)=O
C12058,[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O
C12059,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
C12062,CN([C@@H](CCCN)C(=O)Nc1ccc2ccccc2c1)C(=O)[C@@H](N)Cc1ccccc1
C12063,[H][C@@](O)(C[C@H]1O[C@@H](OC2O[C@H]([*]O)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](NC([*])=O)[C@@H](O)[C@H]1O)[C@@]1([H])O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O
C12064,CC(=O)Oc1cccc(O)c1
C12065,CCN(CC)CCSCC(=O)O[C@@H]1C[C@@](C)(C=C)[C@@H](O)[C@H](C)[C@]23CCC(=O)[C@H]2[C@@]1(C)[C@H](C)CC3
C12066,CC(C)C(N)C(=O)NCC(C)(C)SCC(=O)O[C@@H]1C[C@@](C)(C=C)[C@@H](O)[C@H](C)[C@]23CCC(=O)[C@H]2[C@@]1(C)C(C)CC3
C12067,CN(C)[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
C12068,C=1(COC)SC=2C(NC(=O)C3=C(SC(C(NC(=O)C4=CSC(=N4)C=5C=CC(C=6SC=C(N6)C=7OCC(C(N8C(CCC8)C(N)=O)=O)N7)=NC5C=9N=C(SC9)C=%10N=C(C(NC(CNC(C1N2)=O)=O)C(C%11=CC=CC=C%11)O)SC%10)CC(NC)=O)=N3)C)C(C)C
C12069,O\C=C\C(O)=O
C12070,CO[C@H]1[C@@H](C)O[C@@H](OC(C)C(O)\C=C\C=C\C=C\C(=O)C(C)C(O)C(C)C2C\C=C\C=C\C=C\C(O)C(=O)\C(C)=C\C=C\C(C)=C\C(O)\C(C)=C/CC(=O)O2)[C@H](OC)[C@H]1O
C12072,COc1ccc2c3C[C@H]4C(C=O)[C@H]5C[C@H](N4C\C5=C\C)c3[nH]c2c1
C12073,COc1ccc2c(c1)N=C1[C@@H]3C[C@@H]4C5[C@H](C[C@@]21[C@@H]5OC(C)=O)N3C\C4=C\C
C12075,C\C=C1\CN2[C@H]3C[C@]45[C@H](O)C3[C@H]1C[C@H]2[C@@H]4N(C)c1ccccc51
C12076,C[C@@H]1C[C@@H](O)[C@]2(O)[C@]3(COC3=O)[C@@](C)(O)[C@H]3C[C@@]12CC(=O)O3
C12077,CC(C)C1=CC2=C(CC1)[C@@]1(C)CCC[C@](C)([C@@H]1CC2)C(O)=O
C12078,[H][C@@]12CCc3cc(ccc3[C@@]1(C)CCC[C@@]2(C)C(O)=O)C(C)C
C12079,OC[C@H]1O[C@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
C12080,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4C(=O)C(C)(C)c5cc(O)c1c2c5-c34
C12081,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)CO[C@H]2O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)C[C@@H](O)[C@]5(C)CC[C@@]43C)[C@@]2(C)CO)C(O)=O)[C@H](O)[C@H](O)[C@H]1O
C12082,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)O[C@@H]([C@@H](O)[C@@H]2O)C(O)=O)[C@H](O)[C@H](O)[C@H]1O
C12083,None
C12085,Oc1ccc(cc1)\C=C\c1cc(O)cc(=O)o1
C12087,Oc1ccc(\C=C\C(=O)Cc2cc(O)cc(=O)o2)cc1
C12088,[H]C(=C([H])c1ccc(O)cc1)C(C)=O
C12089,CC(=O)NCCSC(=O)CC(=O)\C=C\c1ccc(O)cc1
C12090,Cc1c(O)cc(\C=C\c2ccc(O)cc2)oc1=O
C12091,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@]([H])(CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](OC)[C@@H]1O
C12092,CNc1ccccc1C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C12093,Cn1c2ccccc2c(=O)c2c(O)cc(O)cc12
C12095,O[C@@H]1[C@@H](COC(=O)\C=C\c2ccc(O)cc2)O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@H]1O
C12096,OC[C@H]1O[C@@H](Oc2cc(O)cc3[o+]c(c(O[C@@H]4O[C@H](COC(=O)\C=C\c5ccc(O)cc5)[C@@H](O)[C@H](O)[C@H]4O)cc23)-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
C12098,CO[C@@H]1CC(=O)NC2=CC(=O)C=C(CC\C=C(C)/[C@H](O)[C@@H](C)[C@H](C\C=C\C=C\C=C\1)OC(=O)[C@@H](C)NC(=O)C1CCCCC1)C2=O
C12099,OC1=C(NC(=O)\C=C\C=C\C=C\[C@]2(O)C=C(NC(=O)\C=C\C=C\C=C\C3CCCCC3)C(=O)[C@H]3O[C@@H]23)C(=O)CC1
C12100,OC(=O)CCCCCCCCCCC1CCCCC1
C12101,C1CCC(=CC1)C(O)=O
C12102,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC
C12103,OC(=O)CCCCCCCCCCC1CCCCCC1
C12104,OC(=O)C1CCCCCC1
C12105,Oc1cccc(=S)c2soc(=O)c12
C12106,NC(CC(=O)C(O)=O)C(O)C(O)COP(O)(O)=O
C12107,Nc1cc(O)cc(c1)C(O)=O
C12108,N[C@@H]1CC(=CC(=O)[C@H]1O)C(O)=O
C12109,N[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C(O)=O
C12110,C1=C(CC(C=C1)N)C(O)=O
C12111,CCCC[C@@H](C)\C=C(C)\C=C(/C)C(=O)NC1=C[C@@](O)(\C=C\C=C\C=C\C(=O)NC2=C(O)CCC2=O)[C@@H]2O[C@@H]2C1=O
C12112,OC[C@H]1C[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C12113,[C@@H]1(C(C[C@]([C@H]([C@@H]1O)O)(O)CO)=O)O
C12114,NC(=O)c1ccc(O)c(c1)N=O
C12115,Nc1cc(ccc1O)C(O)=O
C12116,CC(O)c1cccc2nc3c(cc4N5c6cccc(C(O)=O)c6Nc6cccc(C(C)c4c3nc12)c56)C(O)=O
C12117,CC(O)c1cccc2nc3c(cccc3nc12)C(O)=O
C12118,COC(=O)c1cccc2nc3c(cccc3nc12)C(C)O
C12119,C=1C=C2C(=C(C1)C(O)=O)N=C3C(C(=CC=C3)C(O)=O)=N2
C12120,CC(=O)c1cccc2nc3c(cccc3nc12)C(O)=O
C12121,N[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O
C12122,C1(=CC(O)=C2C(O[C@@H](CC2)C3=CC=C(C(=C3)O)O)=C1)O
C12123,Oc1ccc(cc1)-c1cc(=O)c2ccc(O)cc2o1
C12124,OC1C[C@H](Oc2cc(O)cc(O)c12)c1ccc(O)cc1
C12125,COc1ccc2c(c1)occ(-c1ccc(O)cc1)c2=O
C12126,CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC([*])=O
C12127,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1
C12128,O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)cc1
C12129,OC[C@H]1O[C@@H](O[C@H]2[C@H](Oc3cc4c(O)cc(O[C@@H]5O[C@H](COC(=O)\C=C\c6ccc(O)c(O)c6)[C@@H](O)[C@H](O)[C@H]5O)cc4[o+]c3-c3ccc(O)c(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)c3)O[C@H](COC(=O)CC(=O)OC(C(O)C(O)=O)C(O)=O)[C@H](O)[C@@H]2O)[C@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H](O)[C@@H]1O
C12130,OC[C@H]1O[C@@H](O[C@H]2[C@H](Oc3cc4c(O)cc(O[C@@H]5O[C@H](COC(=O)\C=C\c6ccc(O)c(O)c6)[C@@H](O)[C@H](O)[C@H]5O)cc4[o+]c3-c3cc(O)c(O)c(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)c3)O[C@H](CO)[C@H](O)[C@@H]2O)[C@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H](O)[C@@H]1O
C12131,OC[C@H]1O[C@@H](O[C@H]2[C@H](Oc3cc4c(O)cc(O[C@@H]5O[C@H](COC(=O)\C=C\c6ccc(O)c(O)c6)[C@@H](O)[C@H](O)[C@H]5O)cc4[o+]c3-c3cc(O)c(O)c(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)c3)O[C@H](COC(=O)CC(O)=O)[C@H](O)[C@@H]2O)[C@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H](O)[C@@H]1O
C12132,OC[C@H]1O[C@@H](O[C@H]2[C@H](Oc3cc4c(O)cc(O[C@@H]5O[C@H](COC(=O)\C=C\c6ccc(O)c(O)c6)[C@@H](O)[C@H](O)[C@H]5O)cc4[o+]c3-c3cc(O)c(O)c(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)c3)O[C@H](COC(=O)CC(=O)OC(C(O)C(O)=O)C(O)=O)[C@H](O)[C@@H]2O)[C@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H](O)[C@@H]1O
C12133,OC[C@H]1O[C@@H](O[C@H]2[C@H](Oc3cc4c(O)cc(O[C@@H]5O[C@H](COC(=O)\C=C\c6ccc(O)c(O)c6)[C@@H](O)[C@H](O)[C@H]5O)cc4[o+]c3-c3cc(O)c(O)c(O)c3)O[C@H](COC(=O)CC(=O)OC(C(O)C(O)=O)C(O)=O)[C@H](O)[C@@H]2O)[C@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H](O)[C@@H]1O
C12134,Oc1ccc(c(O)c1)-c1coc2cc(O)cc(O)c2c1=O
C12135,COc1ccc(c(O)c1)-c1coc2cc(O)cc(O)c2c1=O
C12136,O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1
C12137,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
C12138,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
C12139,COc1cc(cc(O)c1O)-c1[o+]c2cc(O)cc(O)c2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C12140,COc1cc(cc(OC)c1O)-c1[o+]c2cc(O)cc(O)c2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C12141,COc1cc(ccc1O)-c1[o+]c2cc(O)cc(O)c2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C12142,C[C@@H]1CCC=C(C)[C@]11CC[C@H](C1)C(C)=C
C12143,Nc1ccc2[nH]c3ccccc3c(=O)c2c1
C12144,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO
C12145,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC([*])=O
C12146,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)C(O)C(=O)NCCC(=O)NCCSC([*])=O
C12147,C[C@@H](OP(O)(O)=O)[C@H](N)C(O)=O
C12148,CO[C@@H](\C=C\C=C\C(\C)=C\C)[C@@H](C)[C@@H](OC)[C@@H](C)CCc1oc2c(O)c(OC)cc(OC)c2c(=O)c1C
C12149,CO[C@@H](\C=C\C=C\C(C)=C\C)[C@@H](C)[C@@H](OC)[C@@H](C)CCc1oc2cc(O)cc(O)c2c(=O)c1C
C12150,CO[C@@H](\C=C\C=C\C(C)=C\C)[C@@H](C)[C@@H](OC)[C@@H](C)CCc1oc2cc(O)cc(OC)c2c(=O)c1C
C12151,C[C@@H](O)C[C@@H](O)[C@H](C)\C=C(/C)C[C@H](C)[C@H]1C\C=C(C)\C[C@H](C)[C@H](CCCC(=O)O1)OC(=O)\C=C\C(C)=C\C(C)=C\C=C\C(C)=C\[C@H](O)[C@@H](O)C[C@H](C)O
C12152,CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\C(=O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)C(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C
C12153,C1[C@](OC(C[C@@H](C(C([C@@H]([C@H]([C@H](CCC[C@@]2([C@]1(O2)[H])[H])C)O)C)=O)(C)C)O)=O)(/C(=C/C=3N=C(SC3)C)/C)[H]
C12154,C1[C@](OC(C[C@@H](C(C([C@@H]([C@H]([C@H](CCC[C@@]2([C@]1(O2)[H])C)C)O)C)=O)(C)C)O)=O)(/C(=C/C=3N=C(SC3)C)/C)[H]
C12155,None
C12156,C[C@@H]1OC(C[C@@H](O)[C@H]1O)O[C@@H]1[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\[C@@H](C[C@@H]2O[C@@](O)(C[C@H](O)[C@H]2C(O)=O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@@H]1C)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](N)[C@@H]1O
C12157,CC(C)\C=C(/C)[C@H](O)[C@H](C)\C=C(C)\C=C\C(O)C\C=C\C=C(/C)C(=O)N[C@@H](C)CO
C12158,CCC(C)\C=C(/C)[C@H](O)[C@H](C)\C=C(C)\C=C\C=C/C=C/C=C(\C)C(=O)N[C@@H](C)CO
C12159,CC(C)\C=C(/C)[C@H](O)[C@H](C)\C=C(C)\C=C\C=C/C=C/C=C(\C)C(=O)N[C@@H](C)CO
C12160,CC\C=C(/C)[C@H](O)[C@H](C)\C=C(C)\C=C\C=C/C=C/C=C(\C)C(=O)N[C@@H](C)CO
C12161,C\C=C(/C)[C@H](O)[C@H](C)\C=C(C)\C=C\C=C/C=C/C=C(\C)C(=O)N[C@@H](C)CO
C12162,O[C@@H]1C[C@H]2N3CC[C@]2(C=C1)c1cc2OCOc2cc1C3
C12163,OC(=O)C(F)(F)F.[H][C@@]12C[C@@H](O)C=C[C@]11CCN2Cc2c(OC)c3OCOc3cc12
C12164,O[C@H]1CN2Cc3cc4OCOc4cc3[C@]11C=C[C@H](O)C[C@H]21
C12165,CC(=O)O[C@@H]1C[C@@H]2N3C[C@H](O)[C@@]2(C=C1)c1cc2OCOc2cc1C3
C12166,CC(=O)O[C@@H]1[C@@H](O)C=C2CCN3Cc4cc5OCOc5cc4[C@H]1[C@@H]23
C12167,COc1cc2[C@@H](CN(C)Cc2cc1O)c1ccc(O)cc1
C12168,COc1c2OCOc2cc2c1CN1CC[C@]22[C@H]3O[C@H]3[C@H](O)C[C@@H]12
C12169,COc1c2OCOc2cc2c1CN1CC[C@@]22[C@H]1CC[C@H](O)[C@@H]2O
C12170,O[C@@H]1CC2CCN3Cc4cc5OCOc5cc4C(C23)[C@@H]1O
C12171,CC(=O)O[C@@H]1CC2CCN3Cc4cc5OCOc5cc4C(C23)[C@@H]1OC(C)=O
C12172,COc1ccc2CN(C)C[C@@H](O)[C@]34C=C[C@@H](O)C[C@H]3Oc1c24
C12173,COc1ccc2CNCC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24
C12174,CO[C@H]1C[C@@H]2N3C[C@H](O)[C@@]2(C=C1)c1cc2OCOc2cc1C3O
C12176,C[C@H]1\C=C\C=C(C)/C(=O)NC2=CC(=O)C3=C(C(O)C(C)C(O)=C3C(=O)\C(C)=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O)C2=O
C12177,CO[C@@H]1\C=C\C=C(C)\Cc2cc(O)cc(NC(=O)C[C@H](O)\C(C)=C\[C@H](C)[C@@H](O)CC1=O)c2
C12178,CO[C@H]1C[C@@H]2N(C)C[C@@H]3OC(=O)c4cc5OCOc5cc4[C@@]23C=C1
C12179,[H][C@]12C[C@H](OC)C=C[C@]11c3cc4OCOc4cc3CO[C@]1(O)CN2C
C12180,COc1cc2c(CN3CC[C@@]22C=C[C@@H](O)C[C@H]32)cc1O
C12181,CNc1ccccc1-c1cc2OCOc2cc1CO
C12182,C1Oc2cc3cnc4ccccc4c3cc2O1
C12183,CO[C@H]1C[C@@H]2N(C)C(=O)[C@H]3N(CCc4ccc(O)cc4)Cc4cc5OCOc5cc4[C@@]23C=C1
C12184,CO[C@@H]1[C@@H](O)[C@@H]2[C@@H]3N(CC=C3[C@H]1O)Cc1cc(OC)c(OC)cc21
C12185,O[C@H]1CC=C2[C@H]3CN(Cc4cc5OCOc5cc34)[C@H]2[C@@H]1O
C12186,[H][C@]12C[C@H](O)[C@@H](O)C=C1[C@H]1C[N@@]2Cc2cc3OCOc3cc12
C12187,COc1cc2CN3CCC4=C[C@H](O)[C@@H](O)[C@H]([C@H]34)c2cc1O
C12188,COc1cc2c[n+]3CCc4cccc(c34)c2cc1OC
C12189,[O-]c1cc2CC[n+]3cc4cc5OCOc5cc4c(c1)c23
C12190,COc1cc2[C@H]3[C@@H]4N(C)CCC4=CC[C@H]3OC(=O)c2cc1O
C12191,CO[C@H]1C[C@@H]2N3CC[C@@]2(C=C1)c1cc2OCOc2cc1[C@@H]3O
C12192,CO[C@H]1C[C@@H]2N3CC[C@@]2(C=C1)c1cc2OCOc2cc1[C@H]3O
C12193,OC(=O)C(F)(F)F.[H][C@]12C[C@H](O)C=C[C@@]11CCN2Cc2cc3OCOc3cc12
C12194,OC1CN2Cc3cc4OCOc4cc3[C@]11C=C[C@@H](O)C[C@H]21
C12195,COc1cc2CN3CC[C@]4([C@H]5O[C@H]5CCC34)c2cc1OC
C12196,COc1ccc2-c3ccc4cc5OCOc5cc4c3N(C)[C@H](CC(=O)C[C@@H]3N(C)c4c(ccc5cc6OCOc6cc45)-c4cc5OCOc5cc34)c2c1OC
C12197,COc1ccc2-c3ccc4cc5OCOc5cc4c3N(C)[C@@H](CC(=O)C[C@@H]3N(C)c4c(ccc5cc6OCOc6cc45)-c4cc5OCOc5cc34)c2c1OC
C12198,CN1C(CCO)c2c3OCOc3ccc2-c2ccc3cc4OCOc4cc3c12
C12199,COC1Cc2ncc3cc4OCOc4cc3c2C=C1
C12200,C12=C(C3=C(C4=C(C=C5OCOC5=C4)C=C3)N(C1CC(C)=O)C)C=CC(=C2OC)OC
C12201,C=12C3=C(C4=C(C=C3)OCO4)C(N(C)C1C5=C(C=C6OCOC6=C5)C=C2)CC(=O)C
C12202,CC[C@H]1C[C@@H](C)C(=O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](O)[C@H](OC)[C@H]1O
C12203,COc1cc(C=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2OP(O)(O)=O)n2cnc3c(N)ncnc23)cc(O)c1O
C12204,COc1cc(\C=C\C=O)cc(O)c1O
C12205,COc1cc(C=CCO)cc(O)c1O
C12206,OCC=Cc1ccc(O)c(O)c1
C12208,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)cc2)[C@@H]1O)C(O)=O
C12210,OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)C(=O)[C@@H]1O
C12211,N[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@@H]1O
C12212,N[C@@H]1[C@@H](O)C(O)O[C@H](CO)[C@H]1O
C12213,N[C@@H]1[C@@H](O)C(O)O[C@H](COP(O)(O)=O)[C@H]1O
C12214,N[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)OC1(O)CO
C12215,OC(COP(O)(O)=O)C(O)C=N
C12216,CCCCCCCCCCCCCCC\C=C\C(=O)N(O)CCCCC(NC(=O)C1COC(=N1)c1ccccc1O)C(=O)OC(C)CC(=O)NC1CCCCN(O)C1=O
C12217,N#C[Fe](C#N)C#N
C12218,N#C[Fe]C#N
C12219,C[C@H]1OC(=O)[C@@H](NC(=O)CNC(=O)c2cccc(O)c2O)[C@@H](C)OC(=O)[C@@H](NC(=O)CNC(=O)c2cccc(O)c2O)[C@@H](C)OC(=O)[C@H]1NC(=O)CNC(=O)c1cccc(O)c1O
C12220,OCC(CCCCNC(=O)c1cccc(O)c1O)NC(=O)c1cccc(O)c1O
C12221,NC[C@H](CCCCNC(=O)c1cccc(O)c1O)NC(=O)c1cccc(O)c1O
C12222,Cn1c2c(ccc3cc4OCOc4cc23)c2ccc3OCOc3c2c1=O
C12223,COc1ccc2-c3ccc4cc(OC)c(OC)cc4c3N(C)[C@@H](CC(O)=O)c2c1OC
C12224,COc1ccc2c3ccc4cc(OC)c(OC)cc4c3n(C)c(=O)c2c1OC
C12225,COc1ccc2c3ccc4cc5OCOc5cc4c3n(C)c(=O)c2c1OC
C12226,COc1ccc2c(cnc3c2ccc2cc4OCOc4cc32)c1OC
