KEGGid,SMILES_by_ChEBI,SMILES_by_CAS
C09423,CO[C@@H]1C[C@]23N(CC=C2C=C1)CCc1cc(OC)c(OC)cc31,CO[C@@H]1C[C@@]23N(CCc4cc(OC)c(OC)cc24)CC=C3C=C1
C09424,CO[C@@H]1C[C@]23N(CCC2=C[C@@H]1O)CCc1cc(OC)c(OC)cc31,CO[C@@H]1C[C@@]23N(CCc4cc(OC)c(OC)cc24)CCC3=C[C@@H]1O
C09425,C\C=C(\C)C(=O)O[C@@H]1C[C@](O)(CCl)[C@@H]2[C@H](O)[C@H]3O[C@@]3(C)[C@]2(O)[C@H]2OC(=O)C(=C)[C@H]12,C\C=C(\C)C(=O)O[C@@H]1C[C@](O)(CCl)[C@@H]2[C@H](O)[C@H]3O[C@@]3(C)[C@]2(O)[C@H]4OC(=O)C(=C)[C@H]14
C09426,COc1cc2C[C@@H]3N(C)[C@@H](Cc4cc5OCOc5cc34)c2cc1OC,COc1cc2C[C@@H]3N(C)[C@@H](Cc4cc5OCOc5cc34)c2cc1OC
C09427,C\C=C(\C)C(=O)O[C@@H]1\C=C(C)/[C@@H](O)C[C@H](OC(C)=O)\C(C)=C/[C@H]2OC(=O)C(=C)[C@H]12,C\C=C(\C)C(=O)O[C@@H]1\C=C(C)/[C@@H](O)C[C@H](OC(C)=O)\C(=C/[C@H]2OC(=O)C(=C)[C@H]12)C
C09428,C\C=C(\C)C(=O)O[C@@H]1\C=C(C)/[C@@H](O)C[C@H](OC(C)=O)\C(CO)=C/[C@H]2OC(=O)C(=C)[C@H]12,C/C=C(/C)C(=O)O[C@@H]1\C=C(C)/[C@@H](O)C[C@H](OC(C)=O)\C(=C/[C@H]2OC(=O)C(=C)[C@H]12)CO
C09429,C[C@H]1O[C@@]1(C)C(=O)O[C@@H]1\C=C(C)/[C@@H](O)C[C@H](OC(C)=O)\C(C)=C/[C@H]2OC(=O)C(=C)[C@H]12,C[C@H]1O[C@@]1(C)C(=O)O[C@@H]2\C=C(C)/[C@@H](O)C[C@H](OC(C)=O)\C(=C/[C@H]3OC(=O)C(=C)[C@H]23)C
C09430,COc1ccc2c(c[n+](C)c3c4cc5OCOc5cc4ccc23)c1O,COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc34)c1O
C09431,CC(=O)O[C@@H]1C\C=C(C)\C[C@@H](O)[C@@H]2[C@H](OC(=O)C2=C)\C=C1\C,CC(=O)O[C@@H]\1C\C=C(/C)C[C@@H](O)[C@@H]2[C@H](OC(=O)C2=C)\C=C1C
C09432,CC(=O)O[C@@H]1C\C=C(C)\C[C@@H](OC(=O)C(\CO)=C\CO)[C@@H]2[C@H](OC(=O)C2=C)\C=C1\C,CC(=O)O[C@@H]\1C\C=C(/C)C[C@@H](OC(=O)C(/CO)=C/CO)[C@@H]2[C@H](OC(=O)C2=C)\C=C1C
C09433,C\C(=C/CO)C(=O)O[C@@H]1C\C(C)=C\CC[C@@]2(CO)O[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12,None
C09434,C\C=C(\C)C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]2[C@H](O)C=C(C)[C@]2(O)[C@H]2OC(=O)C(=C)[C@H]12,C\C=C(\C)C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]3[C@H](O)C=C(C)[C@]3(O)[C@H]4OC(=O)C(=C)[C@H]14
C09435,C\C=C(\C)C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]2[C@H](OC(C)=O)C=C(C)[C@]2(O)[C@H]2OC(=O)C(=C)[C@H]12,C/C=C(/C)C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]3[C@H](OC(C)=O)C=C(C)[C@]3(O)[C@H]4OC(=O)C(=C)[C@H]14
C09436,C\C=C(\COC(C)=O)C(=O)O[C@@H]1C\C(C)=C\[C@@H](O)C\C(C)=C\[C@H]2OC(=O)C(=C)[C@H]12,C\C=C(\COC(C)=O)C(=O)O[C@@H]1CC(=C/[C@@H](O)CC(=C/[C@H]2OC(=O)C(=C)[C@H]12)/C)/C
C09437,C\C=C(\C)C(=O)O[C@H]1[C@@H]2[C@H](OC(=O)C2=C)\C=C(C)/[C@H](C\C=C(C)\C1O)OC(C)=O,C\C=C(\C)C(=O)O[C@@H]1C(O)C(=C/C[C@H](OC(C)=O)\C(=C/[C@H]2OC(=O)C(=C)[C@H]12)C)/C
C09438,COc1cc2c(ccc3c4cc(OC)c(OC)cc4c[n+](C)c23)cc1O,COc1cc2c(ccc3c4cc(OC)c(OC)cc4c[n+](C)c23)cc1O
C09439,C[C@H]1O[C@@]1(C)C(=O)OC1C(O)[C@@H]2[C@H](OC(=O)C2=C)\C=C(C)/[C@H](C\C=C1/C)OC(C)=O,C[C@H]1O[C@@]1(C)C(=O)OC2C(O)[C@@H]3[C@H](OC(=O)C3=C)\C=C(C)/[C@H](C\C=C2/C)OC(C)=O
C09440,[C@]12([C@](C(=C)C(O1)=O)([C@@H](CC(=CCCC(=C2)C)C)O)[H])[H],C\C1=C/C2OC(=O)C(=C)C2C(O)CC(=C\CC1)/C
C09441,COc1cc2CCN(C)[C@@H](Cc3ccc(OC)c(OC)c3Oc3cc4C[C@@H]5N(C)CCc6cc(OC)c(O)c(-c4cc3OC)c56)c2cc1OC,COc1ccc(C[C@@H]2N(C)CCc3cc(OC)c(OC)cc23)c(Oc4cc5C[C@@H]6N(C)CCc7cc(OC)c(O)c(c5cc4OC)c67)c1OC
C09442,C\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2[C@@H](C1)OC(=O)C(\CO)=C\CO,C\C1=C/[C@H]2OC(=O)C(=C)[C@@H]2[C@@H](CC(=C/CC1)/C)OC(=O)C(/CO)=C/CO
C09443,C\C=C(\C)C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]2[C@H](O)[C@H]3O[C@@]3(C)[C@]2(O)[C@H]2OC(=O)C(=C)[C@H]12,C\C=C(\C)C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]3[C@H](O)[C@H]4O[C@@]4(C)[C@]3(O)[C@H]5OC(=O)C(=C)[C@H]15
C09444,COc1cc2CCN(C)[C@]3(Cc4ccc5OCOc5c4[C@@H]3O)c2cc1OC,COc1cc2CCN(C)[C@]3(Cc4ccc5OCOc5c4[C@@H]3O)c2cc1OC
C09445,COc1cc2[C@H](C)N(C)CCc2c(O)c1OC,COc1cc2[C@H](C)N(C)CCc2c(O)c1OC
C09446,C12=C3[C@](CC4=C1C=C(OC)C(=C4)OC)(N(CCC3=CC(=C2OC)OC)C)[H],COc1cc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(c2cc1OC)c34
C09447,C\C=C(\C)C(=O)O[C@@H]1C[C@@]2(CO2)[C@@H]2[C@H](O)[C@H]3O[C@@]3(C)[C@]2(O)[C@H]2OC(=O)C(=C)[C@H]12,C/C=C(/C)C(=O)O[C@@H]1C[C@@]2(CO2)[C@@H]3[C@H](O)[C@H]4O[C@@]4(C)[C@]3(O)[C@H]5OC(=O)C(=C)[C@H]15
C09448,C\C=C(\C)C(=O)O[C@@H]1CC(=C)[C@@H]2[C@H](O)[C@H]3O[C@@]3(C)[C@]2(O)[C@H]2OC(=O)C(=C)[C@H]12,C\C=C(\C)C(=O)O[C@@H]1CC(=C)[C@@H]2[C@H](O)[C@H]3O[C@@]3(C)[C@]2(O)[C@H]4OC(=O)C(=C)[C@H]14
C09449,C\C=C(\C)C(=O)O[C@@H]1CC(CO)=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12,C/C=C(/C)C(=O)O[C@@H]1CC(=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]4OC(=O)C(=C)[C@H]14)CO
C09450,C[C@@]1(O)[C@H]2C[C@H]3C(=C)C(=O)C=C[C@]3(C)C[C@H]2OC1=O,C[C@@]1(O)[C@H]2C[C@H]3C(=C)C(=O)C=C[C@]3(C)C[C@H]2OC1=O
C09451,C[C@H]1[C@@H]2[C@H](OC1=O)[C@H](O)[C@@H](C)[C@@H]1C=CC(=O)[C@@]1(C)[C@H]2OC(=O)C=C(C)C,C[C@@H]1[C@@H](O)[C@H]2OC(=O)[C@@H](C)[C@H]2[C@H](OC(=O)C=C(C)C)[C@@]3(C)[C@H]1C=CC3=O
C09452,C[C@H]1[C@@H]2C=CC(=O)[C@@]2(C)[C@@H](OC(=O)C=C(C)C)[C@H]2[C@H](OC(=O)C2=C)[C@@H]1O,C[C@@H]1[C@@H](O)[C@H]2OC(=O)C(=C)[C@H]2[C@H](OC(=O)C=C(C)C)[C@@]3(C)[C@H]1C=CC3=O
C09453,C[C@@]1(O)C[C@H](O)[C@H]2[C@H]1C[C@H]1[C@@H](CC2=C)OC(=O)C1=C,C[C@@]1(O)C[C@H](O)[C@H]2[C@H]1C[C@H]3[C@@H](CC2=C)OC(=O)C3=C
C09454,CC1=C2[C@@H]3OC(=O)C(=C)[C@@H]3CC[C@@]2(C)CCC1,CC1=C2[C@@H]3OC(=O)C(=C)[C@@H]3CC[C@@]2(C)CCC1
C09455,CC(=O)O[C@H]1C[C@@](C)(O)[C@@H]2C[C@H]3[C@@H](OC(=O)C3=C)C=C(C)[C@@H]12,CC(=O)O[C@H]1C[C@@](C)(O)[C@@H]2C[C@H]3[C@@H](OC(=O)C3=C)C=C(C)[C@@H]12
C09456,C[C@H]1[C@@H]2[C@@H](C[C@H](C)[C@H]3CC(=O)C(C)=C3[C@H]2O)OC1=O,C[C@H]1C[C@H]2OC(=O)[C@@H](C)[C@H]2[C@H](O)C3=C(C)C(=O)C[C@H]13
C09457,COc1cc2CCN(C)[C@@H]3CC4(C=CC(=O)C=C4)c(c23)c1O,COc1cc2CCN(C)[C@@H]3CC4(C=CC(=O)C=C4)c(c1O)c23
C09458,COc1ccc2C[C@@H]3N(C)CCc4cc(OC)c(Oc5c(OC)c(O)cc6CCN(C)[C@H](Cc7ccc(Oc1c2)cc7)c56)cc34,COc1ccc2C[C@@H]3N(C)CCc4cc(OC)c(Oc5c(OC)c(O)cc6CCN(C)[C@H](Cc7ccc(Oc1c2)cc7)c56)cc34
C09459,COc1ccc2CC[C@]34N(C)CC[C@]3(CC(=O)C(OC)=C4OC)c2c1OC,COc1ccc2CC[C@]34N(C)CC[C@]3(CC(=O)C(=C4OC)OC)c2c1OC
C09460,COc1cc2CCNCc2cc1OC,[Cl-].COc1cc2CC[NH2+]Cc2cc1OC
C09461,COc1ccc2C[C@@H]3N(C)CCc4c(OC)c(OC)c(OC)c(Oc5cc6[C@H](Cc7ccc(Oc1c2)cc7)N(C)CCc6cc5OC)c34,COc1ccc2C[C@@H]3N(C)CCc4c(OC)c(OC)c(OC)c(Oc5cc6[C@H](Cc7ccc(Oc1c2)cc7)N(C)CCc6cc5OC)c34
C09462,COc1ccc2[C@@H](OC(=O)c2c1OC)C1N(C)CCc2cc3OCOc3cc12,COc1ccc2[C@@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34
C09463,CC(=O)OCC1=C2[C@H](OC1=O)[C@H]1O[C@]1(C)CCC(=O)[C@@](C)(C[C@@H]2OC(=O)C(C)=C)OC(C)=O,CC(=C)C(=O)O[C@H]1C[C@@](C)(OC(C)=O)C(=O)CC[C@@]2(C)O[C@@H]2[C@H]3OC(=O)C(=C13)COC(C)=O
C09464,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C=C)[C@@H]1C[C@H]1N(CCc2cc(O)c(O)cc12)C(C)=O,COC(=O)C1=CO[C@@H](OC2OC(CO)C(O)C(O)C2O)C(C=C)C1C[C@H]3N(CCc4cc(O)c(O)cc34)C(C)=O
C09465,CC(=O)OCC1=C2[C@H](OC1=O)[C@H]1O[C@]1(C)CCC(=O)[C@@](C)(C[C@@H]2OC(C)=O)OC(C)=O,CC(=O)OCC1=C2[C@H](C[C@@](C)(OC(C)=O)C(=O)CC[C@@]3(C)O[C@@H]3[C@H]2OC1=O)OC(C)=O
C09466,CC1=C2C\C=C(C)\CC\C=C(C)\CC2OC1=O,C\C1=C/CC2=C(C)C(=O)OC2CC(=C/CC1)/C
C09467,CC(=C)C(=O)O[C@@H]1\C=C(CO)/C2=CC(=O)[C@@](C)(C[C@@H]3OC(=O)C(=C)[C@@H]13)O2,CC(=C)C(=O)O[C@@H]1\C=C(\CO)C2=CC(=O)[C@@](C)(C[C@@H]3OC(=O)C(=C)[C@@H]13)O2
C09468,C\C=C(\C)C(=O)O[C@H]1C[C@](C)(O)[C@H]2CC=C(C)[C@H]2[C@@H]2OC(=O)[C@@](C)(OC(=O)C(\C)=C/C)[C@H]12,C\C=C(\C)C(=O)O[C@H]1C[C@](C)(O)[C@H]2CC=C(C)[C@H]2[C@@H]3OC(=O)[C@@](C)(OC(=O)C(\C)=C/C)[C@H]13
C09469,CC(=O)OC\C=C(\C)C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]2[C@H](O)[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12,CC(=O)OC/C=C(/C)C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]3[C@H](O)[C@H]4O[C@@]4(C)[C@@H]3[C@H]5OC(=O)C(=C)[C@H]15
C09470,C[C@@]12C[C@H]3OC(=O)C(=C)[C@H]3C[C@H]1C(=C)[C@@H](O)C[C@H]2O,C[C@@]12C[C@H]3OC(=O)C(=C)[C@H]3C[C@H]1C(=C)[C@@H](O)C[C@H]2O
C09471,COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O)c1,COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O)c1
C09472,C[C@H]1[C@@H]2[C@H]3OC(=O)C(=C)[C@@H]3[C@@H](O)CC(=C)[C@@H]2CC1=O,CC1C2C(CC1=O)C(=C)CC(O)C3C2OC(=O)C3=C
C09473,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2[C@H](O)[C@@]2(C)[C@H]1C=CC2=O,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2[C@H](O)[C@@]3(C)[C@H]1C=CC3=O
C09474,[H][C@@]12C[C@H](O)\C(C)=C\[C@@]3([H])OC(=O)C(=C)[C@]3([H])[C@@H](C[C@@]1(C)O2)OC(=O)C(\C)=C\C,C\C=C(\C)C(=O)O[C@@H]1C[C@@]2(C)O[C@@H]2C[C@H](O)\C(=C/[C@H]3OC(=O)C(=C)[C@H]13)C
C09475,CC(=O)O[C@H]1C\C=C(C)\C[C@@H](OC(=O)C(\CO)=C\CO)[C@@H]2[C@H](OC(=O)C2=C)\C=C1\C,None
C09476,O[C@@]12CCC(=C)[C@@H]3CCC(=C)[C@@H]3[C@H]1OC(=O)C2=C,O[C@@]12CCC(=C)[C@@H]3CCC(=C)[C@@H]3[C@H]1OC(=O)C2=C
C09477,OCC(=C)C(=O)O[C@H]1C[C@@]23O[C@@H]2CC\C(CO[C@H]3O)=C\[C@H]2OC(=O)C(=C)[C@H]12,OCC(=C)C(=O)O[C@H]1C[C@@]23O[C@@H]2CC\C(=C\[C@H]4OC(=O)C(=C)[C@H]14)CO[C@H]3O
C09478,COc1c(O)cc(cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]1CCc2ccc(O)cc2O1,COc1c(O)cc(cc1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]3CCc4ccc(O)cc4O3
C09479,COc1ccccc1[C@@H]1CC(=O)c2c(O1)cc1OCOc1c2OC,COc1ccccc1[C@@H]2CC(=O)c3c(O2)cc4OCOc4c3OC
C09480,[C@]12([C@]([C@@H](C[C@@]3([C@](C1)(C(C(=O)O3)(CO)O)[H])[H])C)(C=CC2=O)[H])C,CC1CC2OC(=O)C(O)(CO)C2CC3(C)C1C=CC3=O
C09481,[C@]12([C@]([C@@H](C[C@@]3([C@](C1)(C(C(=O)O3)(CO)O)[H])[H])C)(C=CC2=O)[H])C,C[C@H]1CC[C@H]2[C@@H](C)C(=O)O[C@H]2[C@]3(C)C(=O)C=C[C@@]13O
C09482,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2C[C@]2(C)[C@H](O)O[C@@H](O)C[C@@H]12,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2C[C@]3(C)[C@H](O)O[C@@H](O)C[C@@H]13
C09483,C[C@H]1[C@@H](O)[C@H]2[C@@H](CC(C)=C1CCCOC(C)=O)OC(=O)C2=C,C[C@H]1[C@@H](O)[C@H]2[C@@H](CC(=C1CCCOC(C)=O)C)OC(=O)C2=C
C09484,[H][C@@]12C[C@@]3(C)CCCC(=C)[C@]3([H])C[C@]1([H])C(=C)C(=O)O2,C[C@]12CCCC(=C)[C@@H]1C[C@H]3[C@@H](C2)OC(=O)C3=C
C09485,C[C@@H]1C[C@H]2OC(=O)C(CO)=C2[C@H](O)[C@@]2(C)[C@H]1C=CC2=O,C[C@@H]1C[C@H]2OC(=O)C(=C2[C@H](O)[C@@]3(C)[C@H]1C=CC3=O)CO
C09486,C\C=C(\C)C(=O)O[C@H]1C[C@](C)(O)[C@H]2CC=C(C)[C@H]2[C@@H]2OC(=O)[C@@](C)(OC(C)=O)[C@H]12,C\C=C(\C)C(=O)O[C@H]1C[C@](C)(O)[C@H]2CC=C(C)[C@H]2[C@@H]3OC(=O)[C@@](C)(OC(C)=O)[C@H]13
C09487,C[C@@H]1[C@@H]2[C@H](C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H]2OC(C)=O)OC1=O,C[C@@H]1C[C@@H]2OC(=O)[C@H](C)[C@H]2[C@@H](OC(C)=O)[C@@]3(C)C1C=CC3=O
C09488,C[C@@]12C[C@H]3OC(=O)C(=C)[C@H]3C[C@H]1C(=C)C[C@H](O)C2,C[C@]12C[C@@H](O)CC(=C)[C@@H]1C[C@H]3[C@@H](C2)OC(=O)C3=C
C09489,OCC1=CC(=O)C2=C(C)C[C@@H]([C@]3(C(=C)C(=O)O[C@@]3([C@@]12[H])[H])[H])O,CC1=C2[C@@H]([C@H]3OC(=O)C(=C)[C@@H]3[C@@H](O)C1)C(=CC2=O)CO
C09490,CC1=C2[C@@H]([C@H]3OC(=O)C(=C)[C@@H]3[C@H](C1)OC(=O)Cc1ccc(O)cc1)C(CO)=CC2=O,CC1=C2[C@@H]([C@H]3OC(=O)C(=C)[C@@H]3[C@H](C1)OC(=O)Cc4ccc(O)cc4)C(=CC2=O)CO
C09491,C\C=C(\C)C(=O)O[C@@]1(C)[C@H]2[C@@H](OC1=O)\C=C(C)\CC\C=C(C)\C[C@@H]2OC(C)=O,C/C=C(/C)C(=O)O[C@@]1(C)[C@@H]2[C@H](CC(=C/CCC(=C/[C@@H]2OC1=O)/C)/C)OC(C)=O
C09492,CC(=O)O[C@H]1\C=C(C)\CC\C=C(C)\CC2OC(=O)C(=C)C12,CC(=O)O[C@@H]1\C=C(/C)CC\C=C(/C)C[C@@H]2OC(=O)C(=C)[C@@H]12
C09493,C\C=C(\COC(C)=O)C(=O)O[C@@H]1C[C@@]2(C)O[C@](O)(C=C2)\C(C)=C/[C@H]2OC(=O)C(=C)[C@H]12,C/C=C(/COC(C)=O)C(=O)O[C@@H]1C[C@@]2(C)O[C@](O)(C=C2)\C(=C/[C@H]3OC(=O)C(=C)[C@H]13)C
C09494,C[C@H]1CC[C@@H]2[C@@H](OC(=O)C2=C)[C@@]2(COC(C)=O)[C@H]1CCC2=O,C[C@H]1CC[C@@H]2[C@@H](OC(=O)C2=C)[C@@]3(COC(C)=O)[C@H]1CCC3=O
C09495,Cc1coc2C\C(C)=C\CC[C@]34O[C@H]3[C@@H](OC4=O)c12,C\C1=C/CC[C@]23O[C@H]2[C@@H](OC3=O)c4c(C)coc4C1
C09496,C[C@@H]1C[C@@H]2OC(=O)C(=C)[C@H]2[C@@H](OC(C)=O)[C@@]2(C)[C@H]1C=CC2=O,CC1CC2OC(=O)C(=C)C2C(OC(C)=O)C3(C)C1C=CC3=O
C09497,CC(=O)O[C@@H]1C\C(C)=C\CC[C@@]2(C)OC2[C@H]2OC(=O)C(=C)[C@H]12,CC(=O)O[C@@H]1CC(=C/CC[C@@]2(C)OC2[C@H]3OC(=O)C(=C)[C@H]13)/C
C09498,C[C@@]12O[C@@H]1C[C@H](O)[C@]1(C)CC[C@@H]3[C@H](OC(=O)C3=C)[C@@H]21,C[C@@]12CC[C@@H]3[C@H](OC(=O)C3=C)[C@H]1[C@]4(C)O[C@@H]4C[C@@H]2O
C09499,C[C@H]1[C@H]2[C@H](OC1=O)[C@@H]1C(C=C[C@@]1(C)O)=C(C)C[C@@H]2OC(C)=O,C[C@H]1[C@@H]2[C@H](CC(=C3C=C[C@@](C)(O)[C@@H]3[C@H]2OC1=O)C)OC(C)=O
C09500,COC(=O)C1=C/[C@H]2O[C@H]2\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2[C@H](OC(=O)[C@]2(C)O[C@@H]2C)[C@H]\1O,COC(=O)\C1=C\C2OC2C(=C\C3OC(=O)C(=C)C3C(OC(=O)C4(C)OC4C)C1O)/C
C09501,COC(=O)C1=C/[C@H]2O[C@H]2\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2[C@H](OC(=O)[C@](C)(O)[C@H](C)OC(C)=O)[C@H]\1OC(C)=O,COC(=O)\C1=C\C2OC2C(=C/C3OC(=O)C(=C)C3C(OC(=O)C(C)(O)C(C)OC(C)=O)C1OC(C)=O)/C
C09502,CC(=C)C1(O)[C@H]2OC(=O)[C@@H]1[C@]1(O)[C@H]3O[C@H]3[C@]3(CO3)[C@]1(C)[C@@H]2O,CC(=C)C1(O)[C@H]2OC(=O)[C@@H]1[C@]3(O)[C@H]4O[C@H]4[C@]5(CO5)[C@]3(C)[C@@H]2O
C09503,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2C[C@@H]2[C@H]1C=CC2=O,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2C[C@@H]3[C@H]1C=CC3=O
C09504,C[C@@H]1C[C@@H]2OC(=O)C(=C)[C@H]2[C@@H](O)[C@@]2(C)[C@H]1C=CC2=O,C[C@@H]1C[C@@H]2OC(=O)C(=C)[C@H]2[C@@H](O)[C@@]3(C)[C@H]1C=CC3=O
C09505,COc1ccc(cc1)[C@@H]1CCc2ccc(O)cc2O1,COc1ccc(cc1)[C@@H]2CCc3ccc(O)cc3O2
C09506,C[C@@]12CC[C@@H]3[C@H](OC(=O)C3=C)[C@H]3O[C@]3(C)CC[C@H]1O2,C[C@@]12CC[C@@H]3[C@H](OC(=O)C3=C)[C@H]4O[C@]4(C)CC[C@H]1O2
C09507,CC1=C2CC[C@@](C)(O)[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,CC1=C2CC[C@@](C)(O)[C@@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1
C09508,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2C[C@]23CO[C@H](CC2=O)[C@@H]13,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2C[C@]34CO[C@H](CC3=O)[C@@H]14
C09509,C\C=C(/C)C(=O)O[C@H]1[C@H]2[C@@H](C[C@@H](C)[C@@H]3C=CC(=O)[C@@]13C)OC(=O)[C@H]2C,C\C=C(/C)C(=O)O[C@H]1[C@@H]2[C@H](C)C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]13C
C09510,C[C@@H]1C[C@H]2OC(=O)[C@@]3(C[C@H]4CC(=O)[C@@]33C[C@H]5[C@@H](C[C@@H](C)[C@H]43)OC(=O)C5=C)[C@H]2[C@H](O)[C@@]2(C)[C@H]1C=CC2=O,C[C@@H]1C[C@H]2OC(=O)[C@@]3(CC4CC(=O)[C@@]35C[C@H]6[C@@H](C[C@@H](C)[C@H]45)OC(=O)C6=C)[C@H]2[C@H](O)[C@@]7(C)[C@H]1C=CC7=O
C09511,C[C@]12C[C@@H]3OC(=O)C(=C)[C@H]3[C@@H]3OC(=O)C(=C3)[C@H]3O[C@H]3[C@@H]1O2,C[C@]12C[C@@H]3OC(=O)C(=C)[C@H]3[C@@H]4OC(=O)C(=C4)[C@H]5O[C@H]5[C@@H]1O2
C09512,CC(=C)C(=O)O[C@H]1C\C(C)=C\C(=O)\C=C(C)/[C@H](O)[C@H]2OC(=O)C(=C)[C@H]12,CC(=C)C(=O)O[C@H]1CC(=C\C(=O)\C=C(C)/[C@H](O)[C@H]2OC(=O)C(=C)[C@H]12)\C
C09513,C\C=C(/C)C(=O)O[C@H]1C\C(C)=C\C(=O)\C=C(C)/[C@H](O)[C@H]2OC(=O)C(=C)[C@H]12,C\C=C(/C)C(=O)O[C@H]1CC(=C/C(=O)\C=C(C)/[C@H](O)[C@H]2OC(=O)C(=C)[C@H]12)/C
C09514,C\C=C(\C)C(=O)O[C@H]1[C@H]2[C@H](OC(=O)C2=C)[C@H](O)[C@@H](C)[C@@H]2C=CC(=O)[C@@]12C,C\C=C(/C)C(=O)O[C@H]1[C@H]2[C@H](OC(=O)C2=C)[C@H](O)[C@@H](C)[C@@H]3C=CC(=O)[C@@]13C
C09515,C[C@H]1[C@@H]2C=CC(=O)[C@@]2(C)[C@@H](OC(=O)C=C(C)C)[C@H]2[C@H](OC(=O)C2=C)C1=O,C[C@H]1[C@@H]2C=CC(=O)[C@@]2(C)[C@@H](OC(=O)C=C(C)C)[C@H]3[C@H](OC(=O)C3=C)C1=O
C09516,C\C=C(/C)C(=O)O[C@H]1[C@H]2[C@H](OC(=O)C2=C)C(=O)[C@@H](C)[C@@H]2C=CC(=O)[C@@]12C,C\C=C(/C)C(=O)O[C@H]1[C@H]2[C@H](OC(=O)C2=C)C(=O)[C@@H](C)[C@@H]3C=CC(=O)[C@@]13C
C09517,C\C=C(\C)C(=O)O[C@@H]1C[C@@]2(C)O[C@](O)(C[C@@H]2O)\C(C)=C/[C@H]2OC(=O)C(=C)[C@H]12,C/C=C(/C)C(=O)O[C@@H]1C[C@@]2(C)O[C@](O)(C[C@@H]2O)\C(=C/[C@H]3OC(=O)C(=C)[C@H]13)C
C09518,C\C=C(\C)C(=O)O[C@H]1C\C(C)=C\C[C@H](O)\C(C)=C/[C@H]2OC(=O)C(=C)[C@H]12,C/C=C(/C)C(=O)O[C@H]1CC(=C/C[C@H](O)\C(=C/[C@H]2OC(=O)C(=C)[C@H]12)C)/C
C09519,C[C@H]1CC[C@H]2[C@H](C1)C=C[C@@H]1COC(=O)[C@]21C,C[C@H]1CC[C@H]2[C@H](C1)C=C[C@@H]3COC(=O)[C@]23C
C09520,C\C1=C/CC\C(CO)=C\[C@H]2OC(=O)C(=C)[C@@H]2[C@H](C1)OC(=O)C(=C)CO,C\C1=C/CCC(=C/[C@H]2OC(=O)C(=C)[C@@H]2[C@H](C1)OC(=O)C(=C)CO)/CO
C09521,CC(C)C(=O)O[C@@H]1C[C@@]2(C)O[C@](O)(C[C@@H]2O)\C(C)=C/[C@H]2OC(=O)C(=C)[C@H]12,CC(C)C(=O)O[C@@H]1C[C@@]2(C)O[C@](O)(C[C@@H]2O)\C(=C/[C@H]3OC(=O)C(=C)[C@H]13)C
C09522,CC(=O)OC\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2[C@H](O)C1,CC(=O)OC\C1=C/CCC(=C/[C@H]2OC(=O)C(=C)[C@@H]2[C@H](O)C1)/C
C09523,C[C@H]1CC[C@@H]2[C@@H](OC(=O)C2=C)[C@]2(C)C(=O)C=C[C@@]12O,CC1CCC2C(OC(=O)C2=C)C3(C)C(=O)C=CC13O
