KEGGid,SMILES_by_mol
C15244,Oc1c(Cl)cc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c1Cl
C15245,Oc1ccc2c(c1)oc1c(Cl)c(Cl)ccc12
C15246,Oc1cccc2oc3c(Cl)c(Cl)ccc3c12
C15247,Oc1ccc(Cl)c2oc3ccc(Cl)cc3c12
C15248,Oc1c(Cl)cc(-c2cc(Cl)ccc2Cl)cc1Cl
C15249,CC1(C(=O)O)CC1(C)C(=O)Nc1cc(Cl)cc(Cl)c1
C15250,CN(O)C(=O)Nc1ccc(Cl)c(Cl)c1
C15251,CC(C)CCCC(C)C1CCC2C3CCC4=CC(=O)NCCC4(C)C3CCC12C
C15252,CC1C(=O)CCC2(C)C1CCC1C3CCC(O)C3(C)CCC12
C15253,CCC(=O)OC1C(F)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
C15254,C=CCOc1ccc2c(c1)CCC1C2CCC2(C)C(O)C(O)CC12
C15255,Cc1cc(O)cc2c1C1CCC3(C)C(O)CCC3C1C=C2
C15256,CC(=O)OCC(=O)C1(O)CCC2C3CC(F)C4=CC(=O)CCC4(C)C3C(O)CC21C
C15257,CC12CCC3C4=C(CCC3C1CCC2O)CC(=O)CC4
C15258,CC1CC2C(=CC1=O)CCC1C2CCC2(C)C(O)CCC12
C15259,CC1CC2C(=CC1=O)CCC1C2CCC2(C)C1CCC2(C)O
C15260,CC(=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3C=CC12C
C15261,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2
C15262,COc1ccc2c(c1)CCC1C2CCC2(C)CC(C)CC12
C15263,CC(=O)C1CCC2C3CCC4=CC(=O)CC4(C)C3CCC12C
C15264,CC(=O)OC1CCC2C3CCC4CCCCC4(C)C3CCC12C
C15265,CC(=O)C1C(C)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
C15266,CCC(=O)OC1CCCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
C15267,COC(=O)C=C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC12C
C15268,O=[N+]([O-])c1ccc(C2OC2c2ccccc2)cc1
C15269,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C(C)CC4(C)C3(F)C(O)CC21C
C15270,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1.Cl
C15271,CC(=O)C1CCC2C3CCC4=CC(=O)C(C)CC4(C)C3(F)C(=O)CC12C
C15272,CC(=O)OC1CCC2(C)C(CCC3C2CC(OC(C)=O)C2(C)C(C(C)=O)CCC32)C1
C15273,CCC(=O)OC1CCC2C3CCC4CC(=O)C=CC4(C)C3CCC12C
C15274,CC1(C)CCC23CCC4(C)C(CCC5C6(C)CCC(O)C(C)(C)C6CCC54C)C2C1OC3
C15275,CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC21C
C15276,CC12CC(F)C(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
C15277,CC(=O)C1CCC2C3CCc4cc(O)ccc4C3CCC12C
C15278,CC(C)C(c1ccc(O)cc1)c1ccc(O)cc1
C15279,Nc1nc(SCc2ccccc2)c2nc[nH]c2n1
C15280,CC(=O)C12OC(C)(C)OC1CC1C3CC(C)C4=CC(=O)CCC4(C)C3CCC12C
C15281,CC12CCCCC1CCC1C2CCC2(C)C1CCC2[N+](=O)[O-]
C15282,CC(=O)OC1CCC2C3CCC4=C(CCC(=O)C4)C3CCC12C
C15283,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC(=O)C3CCCCC3)CCC12
C15284,CC(=O)OC1CC2C(CCC3(C)C(OC(C)=O)CCC23)C2(C)CCC(=O)C=C12
C15285,CC12CCC(O)CC1CCC1C2C(O)CC2(C)C1CCC2(C)O
C15286,CC12CCC3C(CCC45OC4C(=O)CCC35C)C1CCC2O
C15287,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(C)O
C15288,CC12CC(O)C3C(CCC4CCCCC43C)C1CCC2O
C15289,CCC(=O)OC1CC2C3CCC4=CC(=O)CCC4(C)C3CCC2(C)C1OC(=O)CC
C15290,CCC(=O)OC1CC2(C)C(=CC1=O)CCC1C2CCC2(C)C(OC(=O)CC)CCC12
C15291,CC12CCC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
C15292,CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CC4(C)C3CCC12C
C15293,CC12CCC(=O)C=C1CCC1C2=CCC2(C)C(O)CCC12
C15294,CC(C)CCCC(C)C1CCC2C3CCC4Cc5c(c6ccccc6n5C)CC4(C)C3CCC12C
C15295,COc1ccc2c(c1)CCC1C2CCC2(C)C(O)C(=O)CC12
C15296,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1
C15297,O=[N+]([O-])c1cccc(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
C15298,CC12CCC3C(CCC4CC=CCC43C)C1CCC2O
C15299,CC(=O)C1CCC2C3C(C)CC4=CC(=O)CCC4(C)C3CCC12C
C15300,COc1cc(OC)c2c(c1Cl)OC1(C2=O)C(SC)=CC(=O)CC1C
C15301,CC(=O)C1CCC2C3CCC4=CC(=O)C(C)CC4(C)C3C(=O)CC12C
C15302,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C(C)CC4(C)C3C(O)CC21C
C15303,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C(=CCO)CCC12
C15304,CC(=O)OC1CCC2(CO)C(=CCC3C4CCC(=O)C4(C)CCC32)C1
C15305,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(Cl)C(O)CC21C
C15306,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(O)CCC12
C15307,CC1CC2=CC(=O)C=CC2(C)C2CCC3(C)C(O)CCC3C12
C15308,Cc1cc(O)cc2c1C1CCC3(C)C(=O)CCC3C1C=C2
C15309,CC12CCC(=O)C=C1CCC1C3CCC4(OCC4=O)C3(C)CC(O)C12F
C15310,CC(=O)OC1(C(C)=O)CCC2C3CC(F)C4=CC(=O)CCC4(C)C3CCC21C
C15311,CC(C(=O)O)N(CCCl)CCCl.Cl
C15312,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C
C15313,CC(=O)Oc1ccc2c(c1)C(=O)CC1C2CCC2(C)C(OC(C)=O)CCC12
C15314,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C
C15315,Cc1cc(O)cc2c1C1CCC3(C)C(O)CCC3C1CC2
C15316,CC1CCC2CCC3C4CCC(O)C4(C)CCC3C2(C)C1
C15317,CC(=O)C1C(C)CC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
C15318,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCCC12
C15319,CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12
C15320,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CF)C2(C)CCC(=O)C=C12
C15321,CCC(=O)OC1CCC2C3CC(F)C4=CC(=O)CCC4(C)C3CCC12C
C15322,CC(=O)OC1CCC2C3CCC4CC5C(CC4(C)C3CCC12C)C5(F)F
C15323,Cc1cc(O)cc2c1C1CCC3(C)C(=O)CCC3C1CC2
C15324,CC(=O)OC1C=C2CCC3C(CCC4(C)C(OC(C)=O)CCC34)C2(C)CC1
C15325,CC12CCc3c(cnc4cc(O)ccc34)C1CCC2=O
C15326,CC1CC2C(CCC3C2CCC2(C)C(O)CCC32)CC1=O
C15327,CC(=O)C1CCC2C3CC(F)C4=CC(=O)CCC4(C)C3C(=O)CC12C
C15328,CCN(CC)CCOc1ccc(C2=C(c3ccc(OC)cc3)Cc3cc(OC)ccc32)cc1.Cl
C15329,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CF)C2(C)C=CC(=O)C=C12
C15330,CC12CCC3C(CCC4CC(F)CCC43C)C1CCC2O
C15331,CCC(=O)OC1CCC2C3CC(C)C4CC(=O)CCC4(C)C3CCC12C
C15332,CC12CCC3C(C(=O)CC4CC(O)CCC43C)C1CCC2=O
C15333,CC(=O)OC1CCC2(C)C(CCC3C4CC=C(C(C)=O)C4(C)CC(=O)C32)C1
C15334,CC1(C)C(=O)CCC2(C)C1=CCC1C2CCC2(C)C(O)CCC12
C15335,CC12CCC3C(CC=C4CC(O)CCC43C)C1CC(=O)C2
C15336,CC(C)CCCC(C)C1CCC2C3CCC4N(C)C(C)CCC4(C)C3CCC12C
C15337,CC(C)CCCC(C)C1CCC2C3CCC4=CC(O)CCC4(C)C3CCC12C
C15338,CC1(O)CCC2C3CCC4CC(=O)CCC4(C)C3(F)C(O)CC21C
C15339,CC1CC2(C)C(=CC1=O)CCC1C2CCC2(C)C1CCC2(C)O
C15340,COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C(F)=C(F)F
C15341,NC(=O)OCC(F)(COC(N)=O)c1ccccc1
C15342,CC1CC2(C)C(=CC1=O)CCC1C2=CCC2(C)C1CCC2(C)O
C15343,Cl.Cl.O=C(Nc1ccc(C2=NCCN2)cc1)c1ccc(C(=O)Nc2ccc(C3=NCCN3)cc2)c([N+](=O)[O-])c1
C15344,CCCCNc1ncnc2[nH]ncc12
C15345,CC12CCC(OC3CCCCO3)CC1=CCC1C2CCC2(C)C(O)CCC12
C15346,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(OC(C)=O)CCC32)C1
C15347,CC(C)Sc1ncnc2nc[nH]c12
C15348,C=CCSc1ncnc2nc[nH]c12
C15349,CC12CCC(=O)CC1CCC1C2C(O)CC2(C)C1CCC2(C)O
C15350,CCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)CC(OC(=O)CC)CC12
C15351,CC12CCC3C(C(O)CC4=CC(=O)CCC43C)C1CCC(=O)O2
C15352,CC12CCC(=O)C=C1C(=C(Br)Br)CC1C2CCC2(C)C(O)CCC12
C15353,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(C)O
C15354,CC12CCC(=O)CC1CCC1C2C(=O)CC2(C)C1CCC2(C)O
C15355,CC(=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3C(O)CC12C
C15356,CC12CC(O)C3C(CCC4CCCCC43C)C1CCC2N
C15357,CC(C)CCCC(C)C1CCC2C3C(=O)C=C4C=CCCC4(C)C3CCC12C
C15358,CC12CCC(=O)C(Cl)=C1CCC1C2CCC2(C)C1CCC2(C)O
C15359,CCC(=O)OC1CCC2C3CC(=C(Br)Br)C4=CC(=O)CCC4(C)C3CCC12C
C15360,COc1ccc(C(N)C(O)c2ccc(OC)cc2)cc1.Cl
C15361,CC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
C15362,CC12CCC3c4ccc(O)c([N+](=O)[O-])c4CCC3C1CCC2=O
C15363,CC(=O)C1CCC2C3CC(O)C4=CC(=O)CCC4(C)C3C(O)CC12C
C15364,CC(=O)C1CC(O)C2C3CCC4=CC(=O)CCC4(C)C3CCC12C
C15365,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CC(O)C2C(=O)CO
C15366,CC12CCC3c4ccc(O)cc4CCC3C1CC(=NO)C2=O
C15367,COC1CCC2(C)C(=CCC3C4CC(O)CC4(C)CCC32)C1
C15368,CC(O)C1(O)CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC21C
C15369,CC(=O)C1CCC2C3CCC4=CC(=O)C(C)CC4(C)C3(F)C(O)CC12C
C15370,CC12CCC(O)CC1=CCC1C2CCC2(C)c3nc4ccccc4cc3CC12
C15371,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(Br)C(=O)CC21C
C15372,CC(=O)OC1CC2(C)C(OC(C)=O)CCC2C2CCC3=CC(=O)CCC3(C)C12
C15373,CCC(=O)OC1CCC2C3CCC4CCCCC4(C)C3CCC12C
C15374,CCC(=O)OC1CCC2C3C(C)CC4=CC(=O)CCC4(C)C3CCC12C
C15375,CC(CCC(=O)O)C1CCC2=C3CCC4CC(O)CCC4(C)C3CC(O)C21C
C15376,CC12CCC(O)CC1CCC1C2CCC2(C)C1CCC2(C)O
C15377,CC12C=CC(=O)CC1CCC1C2CCC2(C)C(O)CCC12
C15378,CC(C)CCCC(C)C1CCC2C3C=C4CC(O)CCC4(C)C3CCC12C
C15379,CC(=O)OC1CCC2(C)C3C(=O)CC4(C)C(C(C)CCCC(C)C)CCC4(C)C3C(=O)CC2C1(C)C
C15380,CC(=O)C1C(O)CC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
C15381,CC(=O)C1CCC2C3CC(F)C4=CC(=O)CCC4(C)C3(F)C(O)CC12C
C15382,CC(=O)Oc1ccc2c(c1)C(OC(C)=O)CC1C2CCC2(C)C(OC(C)=O)CCC12
C15383,NC(=O)Nc1nc(-c2ccccc2)n[nH]1
C15384,CC(=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CC(O)C12C
C15385,CC12CCC3C(CCC4=CC(=O)CC43C)C1CCC(=O)O2
C15386,CC12CCC3C(C=CC4=CC(=O)CCC43C)C1CCC(=O)O2
C15387,CC12CC(=O)C3(F)C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2
C15388,C=CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C
C15389,Cl.Cl.N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2)cc1
C15390,CC12CCC3C(CCC45CC(=O)CC(SS4)C35C)C1CCC(=O)O2
C15391,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
C15392,Clc1ccc(C(c2ccccc2)C(Cl)Cl)cc1
C15393,OC(c1ccccc1)c1ccccc1Cl
C15394,O=C(Nc1ccc2oc(=O)c3ccccc3c2c1)C(F)(F)F
C15395,CC1=C2CCC3C(CCC4(C)C(O)CCC34)C2CCC1=O
C15396,CC12CCC(Cl)CC1=CCC1C2CCC2(C)C(O)CCC12
C15397,C=C(Cl)CSc1ncnc2nc[nH]c12
C15398,CCCCCCCCCC(C)(O)C#CC(C)(O)CCCCCCCCC
C15399,CC12CCCCC1CCC1C2C(O)CC2(C)C1CCC2(C)O
C15400,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(Cl)C(O)CC21C
C15401,CC1=C2CCC3C(C(O)CC4(C)C3CCC4(C)O)C2(C)CCC1=O
C15402,CC1CC2=CC(=O)C=CC2(C)C2CCC3(C)C(CCC3(C)O)C12
C15403,CC(=O)C1(O)CCC2C3CCC4CC(O)CCC4(C)C3C(O)CC21C
C15404,CC(=O)OC1CCC2(C)C(CCC3C2C(=O)CC2(C)C3CCC2(O)C(C)=O)C1
C15405,COC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
C15406,CC12CC(=O)C3C(CCC4CC(=O)C=CC43C)C1CCC2=O
C15407,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(Cl)C(=O)CC21C
C15408,CCC(=O)OC1CCC2C3CCC4=CC(=O)C(F)CC4(C)C3CCC12C
C15409,CCC(=O)OC1CCC2C3CCC4=CC(=O)CC4(C)C3CCC12C
C15410,CC(c1ccc(Cl)cc1)c1ccccc1Cl
C15411,Cl.NC(c1ccccc1)C(Cl)c1ccccc1
C15412,CC1=C2CCC3C(CCC4(C)C(O)CCC34)C2(C)CCC1=O
C15413,CC1(C)C(=O)CCC2(C)C1=CCC1C2CCC2(C)C1CCC2(C)O
C15414,CC(=O)OC1CCC2C3CC(F)C4=CC(=O)CCC4(C)C3CCC12C
C15415,Sc1nnnn1-c1ccccc1
C15416,CC12CCC3C(CC(=O)C4CC(=O)CCC43C)C1CCC2O
C15417,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)=O)CCC32)C1
C15418,CC(NC(=O)C(=O)NN)c1ccccc1
C15419,O=C(O)C1CC1c1ccccc1
C15420,CC(=O)C1CCC2C3CCC4CC=CCC4(C)C3CCC12C
C15421,CC(=O)OC1CCC2C3CCC4CC=C(C)CC4(C)C3CCC12C
C15422,CC1CC2(C)C(CCC3C2CCC2(C)C(OC4CCCCO4)CCC32)CC1=O
C15423,CC(=O)OC1C=C2CCC3C(CCC4(C)C(OC(C)=O)CCC34)C2(C)CC1
C15424,CC12CCC3c4ccc(OP(=O)(O)O)cc4CCC3C1CCC2O
C15425,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)COC(=O)CCC(=O)O)CCC12
C15426,I[Hg]CC1COC(C[Hg]I)CO1
C15427,NC(c1ccc(Cl)cc1)C(O)c1ccc(Cl)cc1
C15428,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C
C15429,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O
C15430,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=NOCC(=O)O
C15431,C#CC1(O)CCC2C3CCC4CCCCC4(C)C3CCC21C
C15432,CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
C15433,O=C1C=CC(=O)N1c1ccc2c(c1)oc(=O)c1ccccc12
C15434,CC1C(O)C2C(CCC3=CC(=O)CCC32C)C2CCC(O)C12C
C15435,CC(C)(C[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)O[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)CC(C)(C)c1ccccc1)c1ccccc1
C15436,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-]
C15437,c1ccc(C2CC(c3ccccc3)CC(c3ccccc3)C2)cc1
C15438,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC
C15439,C=C(C)C(=O)OCCOP(=O)(O)Oc1ccccc1
C15440,CC(=O)Oc1ccc2c(c1)C(OC(C)=O)CC1C2CCC2(C)C(OC(C)=O)CCC12
C15441,CCCCCC=CCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1
C15442,CC12CCC3C(CC=C4CC(O)CCC43C)C1CC(O)C2
C15443,C=CCOc1ccc2c(c1)CCC1C2CCC2(C)C(O)C(O)CC12
C15444,CC1(O)CCC2C3CCC4CC(=O)CCC4(C)C3(F)C(O)CC21C
C15445,CC(C)CCCC(C)C1CCC2C3CCC4Cc5[nH]c6ccccc6c5CC4(C)C3CCC12C
C15446,CCC(=O)OC1CCC2C3CC(F)C4=CC(=O)CCC4(C)C3CCC12C
C15447,CCC(=O)OC1C(F)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
C15448,*C(C)(CCNC(=O)OCCOC(=O)C(=C)C)CC(*)(C)CNC(=O)OCCOC(=O)C(=C)C
C15449,c1ccc(C2CCC2c2ccccc2)cc1
C15450,CCCCCCC=CC1C(O)CC(O)C1CC=CCCCC(=O)[O-].[Na+]
C15451,CC(C)c1cccc(=O)c(OC2OC(CO)C(O)C(O)C2O)c1
C15452,Cl.Cl.Nc1ccc(C=Cc2ccc(N)cc2)cc1
C15453,CCC1c2ccc3cc(OC)ccc3c2CCC1(C)C(=O)O
C15454,CCC(c1ccc(O)cc1)C(CC)c1ccc(OC)cc1
C15455,O=[Mo](=O)([O-])[O-].[Na+].[Na+]
C15456,CC12CC(O)C3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2
C15457,COc1ccc(C2OC2c2ccc([N+](=O)[O-])cc2)cc1
C15458,CCC(O)(c1ccc(OC)cc1)C(c1ccccc1)c1ccccn1
C15459,CC12CCC3C(CCC4CC(=O)C(=CO)CC43C)C1CCC(=O)O2
C15460,CC12CCC(=O)CC1CCC1C2=CCC2(C)C1CCC2(C)O
C15461,CC(=O)OC1CCC2(C)C3=CCC4(C)C(C(C)=O)CCC4C34C=CC2(C1)C1C(=O)OC(=O)C14
C15462,COc1ccc2c(c1)CCN1CC(C(=O)O)CCC21
C15463,CCC(c1ccc(O)cc1)C(CC)c1ccc(F)cc1
C15464,CC(=O)CCCCCCCCCCC1C=CCC1
C15465,COC(=O)CCCCCCCCCCC1CCC2OC12
C15466,O=C(O)C=CC(=O)Nc1ccc2c(c1)oc(=O)c1ccccc12
C15467,CC12CCC3C(CC(O)C45CC4CCC35C)C1CCC21C=CC(=O)O1
C15468,C#CC1(O)CCC2C3CC(O)C45CC4CCC5(C)C3CCC21C
C15471,[BiH3]
C15472,[GeH4]
C15473,[LiH]
C15474,O=c1cccccc1O
C15475,CC(C)C(=O)c1ccc(O)c(O)c1
C15476,C#CCNC(C)Cc1ccccc1
C15477,CCCN(C=Nc1cccc(=O)[nH]1)CCC
C15478,CC1OC(O)C(N)C(O)C1O
C15479,CC1OC(O)C(N)C(O)C1O
C15480,CC(=O)NC1C(O)OC(C)C(O)C1O
C15481,CC(=O)NC1C(O)OC(C)C(O)C1O
C15482,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1
C15484,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
C15485,O=C(O)C(O)CCNC(CCN1CCC1C(=O)O)C(=O)O
C15486,O=C(O)C(=O)CCNC(CCN1CCC1C(=O)O)C(=O)O
C15488,O=CCF
C15489,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)Cc1c[nH]c2ccccc12
C15492,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)CCO
C15493,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
C15494,CCCCCCCCCCC1=C(C)C(=O)C(OC)=C(OC)C1=O
C15495,CCCCCCCCCCc1c(C)c(O)c(OC)c(OC)c1O
C15496,*SS*
C15497,NC(=O)C1=CN(C2OC(CO)C(O)C2O)C=CC1
C15498,*OO
C15499,CC(=O)CC(C)=O
C15500,O=C(O)C(O)CCNC(C(=O)O)C(O)CN1CCC1C(=O)O
C15501,O=C(O)C(O)CCNC(C(=O)O)C(O)CN1CC(O)C1C(=O)O
C15502,O=C(O)C(O)CCNC(CCN1CC(O)C1C(=O)O)C(=O)O
C15503,O=C(O)C(Cc1ccc(O)cc1)N(O)O
C15504,COc1cc(O)cc(C(=O)O)c1C(=O)c1c(O)cc(C)cc1O
C15505,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
C15508,CC1CO1
C15509,CC(C)=CCc1cc2c(cc1O)OCC1(O)c3ccc(O)cc3OC21
C15510,CC(C)=CCc1c(O)ccc2c1OCC1(O)c3ccc(O)cc3OC21
C15511,C=C(C)C1Cc2cc3c(cc2O1)OCC1(O)c2ccc(O)cc2OC31
C15512,CC(=O)Cc1ccccc1
C15513,CC(=O)OCc1ccccc1
C15514,CC(C=CC1(O)C(C)=CC(=O)CC1(C)CO)=CC(=O)O
C15515,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C
C15516,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C
C15517,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C
C15518,CC(C)C(O)CCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C
C15519,CC(CCCC(C)(C)O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
C15520,CC(CCCC(C)(C)O)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C
C15521,*CS(=O)(=O)O
C15522,CC(O)C(O)C1CNC2=NC(N)=NC(=O)C2(O)N1
C15523,O=C(O)c1ccc(O)nc1O
C15524,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(=O)c1ccccc1
C15525,O=C(C=Cc1ccc(O)c(O)c1)c1c(O)cc(O)cc1O
C15527,CC1(CC(=O)O)C2=Cc3[nH]c(c(CCC(=O)O)c3CC(=O)O)Cc3[nH]c(c(CC(=O)O)c3CCC(=O)O)Cc3[nH]c(c(CC(=O)O)c3CCC(=O)O)CC(=N2)C1CCC(=O)O
C15528,*NC(=O)C(CCCNC(=N)N)NC(*)=O
C15529,*NC(=O)C(CCCNC(=N)NC)NC(*)=O
C15530,COc1cc2c(cc1OC)C1C(C)c3ccc(OC)c(OC)c3CN1CC2
C15531,COc1cc(O)ccc1C(=O)C=Cc1ccc(O)cc1
C15532,CC(=O)NC(CCCNC(N)=O)C(=O)O
C15533,NC(C(=O)O)C(O)CF
C15534,*CCN
C15535,*CCNC(C)=O
C15536,CC1CCC2C(C=CC(C)C2CCC2CC(O)CC(=O)O2)C1
C15537,C=C1C(OC(C)=O)CCC2(C)CC(OC(C)=O)C3=C(C)CC(OC(C)=O)C(C(OC(C)=O)C12)C3(C)C
C15538,C=C1C(OC(C)=O)CCC2(C)CC(O)C3=C(C)CC(OC(C)=O)C(C(OC(C)=O)C12)C3(C)C
C15539,*c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(*)c1O
C15540,*c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(=O)CC(=O)O)C(O)C(O)C2O)ccc1O
C15541,*C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O
C15542,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OC1OC(CO)C(O)C(O)C1O
C15543,*OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
C15544,*OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C(O)C1O
C15545,CC(=CCNc1ncnc2[nH]cnc12)CO
C15546,CC(=CCNc1ncnc2[nH]cnc12)COC1OC(CO)C(O)C(O)C1O
C15547,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)c1cc(O)c2ccccc2c1O
C15548,OCC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O
C15549,c1ccc(-c2ccc3ccccc3[o+]2)cc1
C15550,OCC1OC(Oc2cccc(-c3ccc4ccccc4[o+]3)c2)C(O)C(O)C1O
C15551,CCCCc1nc(Cl)c(CC(=O)[O-])n1Cc1ccccc1[N+](=O)[O-].[Na+]
C15552,Cc1cc(Cn2cnc3c2CC(C(=O)O)N(C(=O)C(c2ccccc2)c2ccccc2)C3)ccc1N
C15553,Cc1cc(Cn2cnc3c2CC(C(=O)O)N(C(=O)C(c2ccccc2)c2ccccc2)C3)ccc1N(C)C
C15554,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
C15555,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccccc2)oc2ccccc12
