KEGGid,SMILES_by_CAS
C10804,OCc1ccccc1C(O)=O
C10805,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc(O)c1C(=O)OCc3ccccc3O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O
C10806,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](N)CC[C@]4(C)[C@H]3CC[C@]12C
C10807,[Cl-].C[C@H]1CC[C@@H]2[NH+](C1)CC3C4C[C@]56O[C@]7(O)[C@@H](O)CC[C@@]5(C)C7C[C@@H](O)C6[C@]4(O)[C@@H](O)[C@H](O)C3[C@]2(C)O
C10808,C[C@H]1CC[C@@H]2N(C1)C[C@H]3[C@@H]4C[C@H]5[C@@H](CC(=O)[C@H]6C[C@@H](O)CC[C@]56C)[C@@H]4CC[C@H]3[C@]2(C)O
C10809,CCCCCCCCCCCCCCCc1cc(O)cc(O)c1
C10810,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C
C10811,CC1CNC2C(C)C3(CCC4C5CC=C6CC(O)CCC6(C)C5C(=O)C4=C3C)OC2C1
C10812,O=Cc1ccc2OCOc2c1
C10813,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C)N(C)C
C10814,CN[C@H]1CC[C@]2(C)[C@H]3CC[C@]45[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)OC5=O
C10815,CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)[C@@H]4C[C@]56O[C@]7(O)[C@H](CC[C@@]5(C)[C@@H]7[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]6[C@]14O)OC(=O)[C@@](C)(O)CC
C10816,CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)[C@@H]4C[C@]56O[C@]7(O)[C@H](CC[C@@]5(C)[C@@H]7[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]6[C@]14O)OC(=O)[C@@](C)(O)[C@@H](C)O
C10817,C[C@H]1CC[C@@H]2N(C1)C[C@H]3[C@@H]4C[C@]56O[C@]7(O)[C@@H](O)CC[C@@]5(C)[C@@H]7[C@@H](O)[C@@H](O)[C@H]6[C@]4(O)[C@@H](O)[C@H](O)[C@@H]3[C@]2(C)O
C10818,C[C@H]1CN[C@H]([C@@H](C)[C@H]2[C@H](O)C[C@H]3[C@@H]4CC[C@H]5C[C@@H](N)CC[C@]5(C)[C@H]4CC[C@]23C)[C@@H](O)C1
C10819,C[C@@H]1CC[C@@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O
C10820,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]34C)O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O)N2C1
C10821,C[C@H]1CN[C@@H]2[C@@H](C)[C@H]3[C@@H](C[C@H]4[C@@H]5CC[C@H]6C[C@@H](N)CC[C@]6(C)[C@H]5CC[C@]34C)O[C@@]2(O)C1
C10822,C[C@@H]1CC[C@@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C
C10823,OCc1ccccc1O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O
C10824,C[C@H]1CC[C@@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O
C10825,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C
C10826,C[C@H]1CC[C@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C
C10827,C[C@H]1CC[C@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC[C@H]6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]7O
C10828,C[C@H]1CC[C@@H]2N(C1)C[C@H]3[C@]4(O)C[C@]56O[C@]7(O)[C@@H](O)CC[C@@]5(C)[C@@H]7CC[C@H]6[C@]4(O)C[C@H](O)[C@]3(O)[C@]2(C)O
C10829,C[C@@H]1CN[C@H]([C@H](O)C1)[C@@H](C)c2ccc3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4Cc3c2C
C10830,C[C@H]1CC[C@@H]2N(C1)C[C@H]3[C@@H]4C[C@H]5[C@@H](C[C@H](O)[C@H]6C[C@@H](O)CC[C@]56C)[C@@H]4CC[C@@H]3[C@]2(C)O
C10831,C[C@H]1CC[C@@H]2N(C1)C[C@H]3[C@@H]4C[C@]56O[C@]7(O)[C@@H](O)CC[C@@]5(C)[C@@H]7CC[C@H]6[C@]4(O)[C@@H](O)[C@H](O)[C@@H]3[C@]2(C)O
C10832,Oc1ccc2OCOc2c1
C10833,COc1cc(cc(OC)c1O)C(O)=O
C10834,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1O)C(O)=O
C10835,OC[C@H]1O[C@@H](Oc2ccc(O)cc2C(=O)OCc3ccccc3)[C@H](O)[C@@H](O)[C@@H]1O
C10836,COc1cc2C(=O)Oc3c(OC)c(O)cc4C(=O)Oc(c1OC)c2c34
C10837,O[C@H]1[C@H](O)[C@@H](CO[S]([O-])(=O)=O)O[C@@H](Oc2c(O)cc(cc2O)C(O)=O)[C@@H]1O
C10838,CC(C)=CCC\C(CO)=C\CC\C(C)=C\Cc1cc(O)ccc1O
C10839,CCC/C=C/C/C=C/CCCCCCCc1cccc(O)c1O
C10840,COc1c(C)c(OCC=C(C)C)cc(CO)c1CO
C10841,CC(=O)C1=CCCC2CCC1N2
C10842,CN1C2C[C@H](O)C1C[C@H](C2)OC(=O)[C@@H](CO)c3ccccc3
C10843,CN1C2CCC1CC(C2)OC(=O)C(=C)c3ccccc3
C10844,CN1C2CC(CC1[C@@H]3O[C@H]23)OC(=O)C(=C)c4ccccc4
C10845,CN1C2CCC1CC(C2)OC(=O)[C@H]3CC[C@](C(=O)OC4CC5CCC(C4)N5C)(c6ccccc6)c7ccccc37
C10846,CN1C2CCC1C3=C(C2)OC=C(C)C3=O
C10847,CN1C2CCC1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(O)=O
C10848,CN1C2CCC1CC(C2)OC(=O)c3ccccc3
C10849,CN1C2CCC1CC(C2)OC(=O)[C@@H]3CCSS3
C10850,O[C@@H]1CC2CCC(O)(N2)[C@@H]1O
C10851,O[C@@H]1[C@@H](O)[C@@H](O)C2(O)CCC1N2
C10852,COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)\C=C\c3ccccc3
C10853,CN1C2CCC1CC(C2)OC(=O)c3cccc(O)c3
C10854,COc1ccc(cc1OC)C(=O)OC2CC3CCC(C2)N3C
C10855,COc1ccc(cc1OC)C(=O)OC2CC3CCC(C2)N3O
C10856,COc1ccc(cc1OC)C(=O)OC2CC3CCC(C2)N3
C10857,CN1C2CCC1C3=C(C2)OC(=C(C)C3=O)C
C10858,CN1C2CCC1[C@H]([C@@H](O)C2)C(O)=O
C10859,CN1C2CCC1[C@H](C(O)c3ccccc3)[C@@H](C2)OC(C)=O
C10860,CN1C2CCC1CC(C2)OC(=O)[C@H](O)Cc3ccccc3
C10861,C\C=C(/C)C(=O)OC1CC2[C@H](O)[C@H](O)C(C1)N2C
C10862,OC[C@@H](C(=O)OC1CC2CCC(C1)N2)c3ccccc3
C10863,COc1cc(ccc1O)C(=O)OC2CC3CCC(C2)N3C
C10864,CN1C2CCCC1(O)CC2
C10865,CN1C2CCCC1CC(=O)C2
C10866,CN1C2CC3CC1C(O3)[C@H]2O
C10867,CN1C2CCC1C3=C(C2)O[C@@H](CC3=O)c4ccccc4
C10868,C\C=C(/C)C(=O)OC1CC2CCC(C1)N2C
C10869,CC(C)CC(=O)O[C@@H]1CC2C[C@@H](O)C(C1)N2C
C10870,COc1cc2cc(COC(C)=O)c(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(c4ccc5OCOc5c4)c2cc1OC
C10871,COc1cc(cc(OC)c1OC)[C@H]2[C@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24
C10873,COc1cc2C[C@@](O)(CO)[C@@](O)([C@@H](c3cc(O)c(O)c(OC)c3)c2cc1O)C(O)=O
C10874,COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24
C10875,COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)C(=O)c4cc5OCOc5cc24
C10876,COc1cc(cc(OC)c1OC)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]3[C@H](COC3=O)Cc4ccc5OCOc5c4
C10877,COc1c2OCOc2cc3c1cc4C(=O)OCc4c3c5cc6OCOc6cc5O
C10878,OC\C=C\c1ccc(O)c(c1)c2cc(CC=C)ccc2O
C10879,COc1ccc(cc1OC)[C@@H]2O[C@H]([C@@H](C)[C@@H]2C)c3ccc(OC)c(OC)c3
C10880,O=C1OC[C@H](Cc2ccc3OCOc3c2)\C1=C/c4ccc5OCOc5c4
C10881,COc1cc2[C@H](OC(=O)c3ccccc3)[C@@](C)(O)[C@@H](C)Cc4cc5OCOc5c(OC)c4c2c(OC)c1OC
C10882,C1Oc2ccc(cc2O1)[C@H]3OC[C@H]4[C@@H]3CO[C@@H]4c5ccc6OCOc6c5
C10883,COc1cc(O[C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c4ccc5OCOc5c4)ccc1O
C10884,COc1cc(cc(OC)c1OC)[C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c4cc(OC)c5OCOc5c4
C10885,COc1cc(ccc1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3OC[C@H]4[C@@H]3CO[C@@H]4c5ccc6OCOc6c5
C10886,COc1cc2C[C@@H]3[C@H](COC3=O)[C@@H](OC(C)=O)c4cc5OCOc5cc4c2c(OC)c1OC
C10887,COc1cc(ccc1O)[C@@H]2OC[C@H]3[C@@H](OC(=O)[C@@H]23)c4ccc5OCOc5c4
C10888,COc1cc(/C=C/C)ccc1O[C@H](C)[C@H](O)c2cc(OC)c(OC)c(OC)c2
C10889,COc1cc(cc(OC)c1O)[C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c4cc(OC)c(O)c(OC)c4
C10890,COc1cc(cc(OC)c1O)[C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c4cc(OC)c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c(OC)c4
C10891,COc1cc(C[C@]2(O)[C@@H](COC2=O)Cc3ccc(OC)c(OC)c3)ccc1O
C10892,COc1ccc(cc1OC)[C@@H]2O[C@@H]([C@@H](C)[C@@H]2C)c3ccc(OC)c(OC)c3
C10893,COc1c2OCOc2cc3C[C@@H](C)[C@@H](C)Cc4cc5OCOc5c(OC)c4c13
C10894,COc1cc(cc(OC)c1OC)[C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c4cc(OC)c(OC)c(OC)c4
C10895,Clc1cc(Cl)c(cc1OCC#C)N2N=C3CCCCN3C2=O
C10896,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12
C10897,COC(=O)Nc1[nH]c2ccccc2n1
C10898,NC(N)=Nc1[nH]c2ccccc2n1
C10899,COC(=O)NC(N)=O
C10900,COC(=O)C(=O)OC
C10901,Nc1[nH]c2ccccc2n1
C10902,COC(=O)Nc1[nH]c2cc(O)ccc2n1
C10903,CC(C)C12CCC(C)(O1)C(C2)OCc3ccccc3C
C10904,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccc(OC)cc45)[C@@H]3C[C@H]12
C10905,None
C10906,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO
C10907,CCOc1nc(F)cc2nc(nn12)[S](=O)(=O)Nc3c(Cl)cccc3C(=O)OC
C10908,COC(=O)CSc1cc(N=C2SC(=O)N3CCCCN23)c(F)cc1Cl
C10909,CNC(=O)N(C)c1sc2ccccc2n1
C10910,CSc1sc2ccccc2n1
C10911,CCC(C)N1C(=O)NC(=C(Br)C1=O)C
C10912,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
C10913,None
C10914,Cc1cc(nc(Nc2ccccc2)n1)C3CC3
C10915,None
C10916,CN(C)C1=NC(=O)C(=C(C)N1)C
C10917,None
C10918,[H+].[Cl-].C1COC(CN1)COc2cccc3C=CCc23
C10919,CC#Cc1cc(C)nc(Nc2ccccc2)n1
C10920,OCC1CO1
C10921,CCCCOC(=O)C=C
C10922,[Na+].[O-][S](=O)(=O)CC(S)CS
C10923,[O-][N+](=O)c1ccc2c(Cc3ccccc23)c1
C10924,OC1c2ccccc2c3ccc(cc13)[N+]([O-])=O
C10925,CCOCN(C(=O)CCl)c1c(C)cccc1CC
C10926,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C
C10927,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1
C10928,CCc1cccc(CC)c1N(COC)C(=O)CCl
C10929,COC(=O)C(C)N(C(=O)Cc1ccccc1)c2c(C)cccc2C
C10930,CC1=NN=C(c2ccccc2)C(=O)N1N
C10931,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC
C10932,CCC1(C(C)C1(Cl)Cl)C(=O)NC(C)c2ccc(Cl)cc2
C10933,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)N(C)[S](C)(=O)=O)n1
C10934,NC(=O)c1c(Cl)cccc1Cl
C10935,CCN(CC)C(=O)c1cccc(C)c1
C10936,CCN(CC)CC(=O)Nc1ccc(cc1)C(=O)Nc2c(C)cccc2C
C10937,COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2
C10938,CCN(CC)C(=O)Cc1ccccc1
C10939,CCN(C)C(=O)c1ccc(cc1c2ccc(OC)c(OC)c2)C(F)(F)F
C10940,CCN1CCCC1CNC(=O)C(O)(c2ccccc2)c3ccccc3
C10941,COC(=O)C(C)N(C(=O)c1occc1)c2c(C)cccc2C
C10942,OC(c1ccccc1)c2cc(Cl)ccc2NC(=O)c3ccncc3
C10943,CCOC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(Cl)cc(OC)n2
C10944,None
C10945,None
C10946,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2
C10947,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C
C10948,Cc1cccc(C)c1N(Cn2cccn2)C(=O)CCl
C10949,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(=O)N(C)C)n1
C10950,COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2CCC(F)(F)F)n1
C10951,None
C10952,CC[S](=O)(=O)c1cccnc1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2
C10953,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl
C10954,CC(Oc1ccc2ccccc2c1)C(=O)Nc3ccccc3
C10955,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)cc(C)n2
C10956,CC1=C(C(=O)Nc2ccccc2)[S](=O)(=O)CCO1
C10957,COC(=O)c1sccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2
C10958,Cn1cccc1C(=O)C(C#N)C(=O)Nc2ccccc2
C10959,COc1ccsc1CN(C(=O)CCl)c2c(C)cccc2C
C10960,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl
C10961,COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2OCCCl)n1
C10962,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)N(C)c2nc(C)nc(OC)n2
C10963,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C
C10964,CC1COc2ccccc2N1C(=O)C(Cl)Cl
C10965,CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O
C10966,C[N+](C)([O-])CCCN1c2ccccc2Sc3ccc(Cl)cc13
C10967,CN1CCN(CC1)C2=Nc3cc(F)ccc3Cc4ccccc24
C10968,C1CN=C(N1)C2COc3ccccc3O2
C10969,None
C10970,CN1CCc2cccc(Cl)c2CC1
C10971,None
C10972,None
C10973,None
C10974,None
C10975,None
C10976,CC1CCCCOC1=O
C10977,None
C10978,None
C10979,CCOC(=O)C1(C)OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2
C10980,Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3
C10981,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C
C10982,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2
C10983,CC1(C)C(\C=C(/Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
C10984,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
C10985,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2
C10986,CC12CC1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3
C10987,Clc1cc(Cl)cc(c1)N2C(=O)CCC2=O
C10988,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3
C10989,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
C10990,CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl
C10991,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
C10992,Cc1c(F)c(F)c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)c(F)c1F
C10993,CC(Oc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl)C#C
C10994,CC1(C)CNC(=NC1)N\N=C(/C=C/c2ccc(cc2)C(F)(F)F)\C=C\c3ccc(cc3)C(F)(F)F
C10995,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C
C10996,CN(C)NC(=O)CCC(O)=O
C10997,NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N
C10998,Nc1ccc(cc1)c2ccccc2
C10999,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
C11000,Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O
C11001,CCc1cccc(CC)c1N
C11002,CCO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
C11003,Cc1ccc(N)c(C)c1
C11004,Cc1cccc(C)c1N
C11005,CC(C)c1ccc(NC(=O)N(C)C)cc1
C11006,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
C11007,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
C11008,Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
C11009,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1
C11010,Nc1ccccc1F
C11011,COc1ccc(NC(=O)N(C)C)cc1Cl
C11012,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1
C11013,Nc1cccc(F)c1
C11014,Nc1ccc(F)cc1
C11015,CNC(=O)O\N=C\C(C)(C)SC
C11016,N(c1ccccc1)c2ccccc2
C11017,CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C
C11018,CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O
C11019,CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O
C11020,CC(Oc1ccc(Cl)cc1Cl)C(O)=O
C11021,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1
C11022,CCO[P](=S)(NC(C)CC)Oc1cc(C)ccc1[N+]([O-])=O
C11023,None
C11024,CCOC(=O)C(C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1
C11025,CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C
C11026,None
C11027,None
C11028,CCO[P](=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12
C11029,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1
C11030,CCO[P](=S)(OCC)Oc1cnc2ccccc2n1
C11031,COC(=O)C(C)Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1
C11032,OC(=O)COc1nc(Cl)c(Cl)cc1Cl
C11033,NC[P](O)(O)=O
C11034,None
C11035,Fc1cc2OCC(=O)N(CC#C)c2cc1N3C(=O)C4=C(CCCC4)C3=O
C11036,Brc1ccccc1
C11037,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
C11038,None
C11039,None
C11040,Clc1cccc(Cl)c1C#N
C11041,NC(=S)c1c(Cl)cccc1Cl
C11042,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
C11043,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl
C11044,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1
C11045,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(O)=O
C11047,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C
C11048,None
C11049,None
C11050,None
C11051,None
C11052,CCOc1ccc2C=CC(=O)Oc2c1
C11053,None
C11054,CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C3=C[C@H]4[C@@H]5C[C@@H](C[C@H]5C=C[C@H]4[C@@H]3CC(=O)O1)O[C@@H]6O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]6OC
C11055,None
C11056,CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C3=C[C@H]4[C@@H]5C[C@@H](C[C@H]5C(=C[C@H]4[C@@H]3CC(=O)O1)C)O[C@@H]6O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]6OC
C11057,Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2
C11058,Clc1c(Cl)c(Cl)c2Oc3ccccc3Oc2c1Cl
C11059,Clc1cc(Cl)c2Oc3cc(Cl)cc(Cl)c3Oc2c1
C11060,None
C11061,CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C(=O)O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C(C)(C)CCC1
C11062,None
C11063,[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
C11064,[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1
C11065,[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1
C11066,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O
C11067,None
C11068,None
C11069,None
C11070,None
C11071,CNC(=O)Oc1ccc(N(C)C)c(C)c1
C11072,None
C11073,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12)C(C)C
C11074,None
C11075,CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1
C11076,CCCCCCCCCCCCC1CCCS1
C11077,CCOc1ccc(NC(=O)OC(C)C)cc1OCC
C11078,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1
C11079,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C
C11080,CN(C)C(CSC(N)=O)CSC(N)=O
C11081,CCCN(CCC)C(=O)SCC
C11082,CCCCCCCCCCCC1CCCS1
C11083,COC(=O)c1ccc(C)cc1C2=NC(C)(C(C)C)C(=O)N2
C11084,CN(C)C(=O)SCCCCOc1ccccc1
C11085,CN(C)C(=O)[S](=O)CCCCOc1ccccc1
C11086,CCSC(=O)N1CCCCCC1
C11087,CCN(CC)C(=O)SCc1ccccc1Cl
C11088,BrCCBr
C11089,ClCCCl
C11090,ClC1=C(Cl)C2(Cl)C3CO[S](=O)OCC3C1(Cl)C2(Cl)Cl
C11091,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
C11092,C1CCC(CC1)[Sn](|n2cncn2)(C3CCCCC3)C4CCCCC4
C11093,O|[Sn](C1CCCCC1)(C2CCCCC2)C3CCCCC3
C11094,CCOC(=O)C(Cl)Cc1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl
C11095,CC1(C)CON(Cc2ccccc2Cl)C1=O
C11096,Clc1cccc(COc2ccccc2C(=C)n3ccnc3)c1
C11097,None
C11098,Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=O)OC(C)(C)C)c1Oc3ccccc3
C11099,Nc1n(nc(C#N)c1[S](=O)C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F
C11100,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O
C11101,OCc1oc(C=O)cc1
C11102,None
C11103,CC1=CC(=O)NO1
C11104,None
C11105,None
C11106,CC(=O)CC(N)=O
C11107,None
C11108,None
C11109,None
C11110,[O-][N+](=O)NC1=NCCN1Cc2ccc(Cl)nc2
C11111,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1
C11112,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCC[S]1=O
C11113,CN(C)CCN(Cc1sccc1)c2ccccc2
C11114,CN(C)CCN(Cc1sccc1)c2ccccn2
C11115,Cc1oc(C=O)cc1
C11116,CN1C(=O)NC(=O)C1=O
C11117,None
C11118,CN1CCCC1=O
C11119,O=NN1CCSC1
C11120,C1CN=C(NC(C2CC2)C3CC3)O1
C11121,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl
